First Name,Last Name,Face,Name,Truth
Bobby,Bradley,Black,Black,Black
Bobby,Dalbec,Other,White,White
Bowden,Francis,White,Black,White
Brad,Boxberger,White,White,White
Brad,Hand,Other,White,White
Brad,Keller,White,White,White
Brandon,Belt,Other,White,White
Brandon,Bielak,White,White,White
Brandon,Crawford,White,Black,White
Brandon,Dixon,White,Black,White
Brandon,Drury,White,White,White
Brandon,Hughes,White,Black,White
Braxton,Garrett,White,Black,White
Brayan,Bello,Black,Hispanic_Latino,Black
Brendan,Donovan,White,White,White
Brendon,Davis,Black,Black,Black
Brennan,Bernardino,Other,Hispanic_Latino,Other
Brett,Baty,White,White,White
Brewer,Hicklen,White,Black,White
Brian,Anderson,White,White,White
Brock,Burke,White,White,White
Brusdar,Graterol,Other,White,Other
Bryan,Abreu,Other,Hispanic_Latino,Other
Bryan,Baker,White,White,White
Bryan,Garcia,White,Hispanic_Latino,Other
Bryan,Hoeing,White,White,White
Bryce,Elder,White,White,White
Bryce,Harper,White,Black,White
Bryce,Johnson,White,Black,White
Buck,Farmer,White,White,White
Byron,Buxton,Black,Black,Black
C.J.,Cron,White,White,White
Cade,Cavalli,White,White,White
Caleb,Ferguson,White,White,White
Caleb,Hamilton,White,White,White
Calvin,Faucher,White,Black,White
Cam,Alldred,White,Asian,White
Cam,Gallagher,White,Asian,White
Camilo,Doval,Black,Hispanic_Latino,Black
Carlos,Carrasco,Other,Hispanic_Latino,Other
Carlos,Correa,Other,Hispanic_Latino,Other
Carson,Kelly,White,Black,White
Cavan,Biggio,Other,White,White
Chad,Green,White,White,White
Charlie,Blackmon,White,Black,White
Charlie,Culberson,White,Black,White
Chase,Anderson,White,Black,White
Chris,Archer,Other,White,Other
Chris,Bassitt,White,White,White
Chris,Devenski,White,White,White
Chris,Ellis,White,White,White
Chris,Flexen,White,White,White
Christian,Arroyo,White,Hispanic_Latino,White
Christian,Bethancourt,Other,White,Black
CJ,Abrams,Black,Black,Black
Clay,Holmes,White,Black,White
Clint,Frazier,White,Black,White
Cody,Bellinger,White,White,White
Cole,Irvin,White,Black,White
Colin,Holderman,White,White,White
Conner,Capel,White,White,White
Connor,Brogdon,White,White,White
Connor,Joe,Asian,Asian,Asian
Cooper,Criswell,White,White,White
Cooper,Hummel,White,White,White
Corbin,Burnes,White,Black,White
Corbin,Carroll,Other,White,White
Corey,Dickerson,White,Black,White
Cory,Abbott,White,White,White
Cristian,Javier,Black,Hispanic_Latino,Black
Curt,Casali,White,White,White
Dairon,Blanco,Black,Hispanic_Latino,Black
Dakota,Hudson,White,Black,White
Dalton,Guthrie,Other,White,Other
Damon,Jones,White,Black,White
Dane,Dunning,Asian,Black,Asian
Daniel,Bard,White,White,White
Daniel,Castano,White,Hispanic_Latino,White
Daniel,Duarte,Other,Hispanic_Latino,Other
Daniel,Hudson,White,Black,White
Danny,Coulombe,White,Black,White
Danny,Jansen,White,White,White
Darick,Hall,Other,Black,White
Daulton,Jefferies,White,Black,White
David,Bednar,White,White,White
David,Bote,White,White,White
David,Fletcher,White,White,White
David,Hensley,White,White,White
Daz,Cameron,Black,Black,Black
Derek,Hill,Black,Black,Black
Didi,Gregorius,Black,White,Black
Diego,Castillo,Black,Hispanic_Latino,Black
Diego,Castillo,Black,Hispanic_Latino,Black
DL,Hall,White,White,White
Domingo,Acevedo,Black,Hispanic_Latino,Black
Drew,Carlton,White,White,White
Drew,Ellis,White,White,White
Drew,Hutchison,White,White,White
Drew,Jackson,White,Black,White
Drey,Jameson,White,Black,White
Dustin,Garneau,White,White,White
Dylan,Bundy,White,White,White
Dylan,Carlson,Other,White,White
Dylan,Cease,Other,White,White
Dylan,Coleman,White,White,White
Dylan,Floro,White,Hispanic_Latino,White
Eddy,Alvarez,White,Hispanic_Latino,Other
Eduard,Bazardo,Black,Hispanic_Latino,Black
Eduardo,Escobar,Black,Hispanic_Latino,Black
Edward,Cabrera,Black,Hispanic_Latino,Black
Ehire,Adrianza,Other,Black,Other
Elier,Hernandez,Black,Hispanic_Latino,Black
Elvis,Andrus,Black,White,Black
Emmanuel,Clase,Other,Black,Black
Ender,Inciarte,White,Hispanic_Latino,White
Eric,Haase,White,White,White
Eric,Hosmer,Other,White,White
Erick,Fedde,White,White,White
Ernie,Clement,White,Black,White
Estevan,Florial,Black,Hispanic_Latino,Black
Ezequiel,Duran,Black,Hispanic_Latino,Black
Fernando,Cruz,Other,Hispanic_Latino,Other
Foster,Griffin,White,Black,White
Franchy,Cordero,Black,Hispanic_Latino,Black
Franklin,German,Other,White,White
Freddie,Freeman,White,Black,White
Freddy,Fermin,Asian,Hispanic_Latino,White
Gabriel,Arias,Other,Hispanic_Latino,Other
Garrett,Cleavinger,White,White,White
Garrett,Cooper,White,White,White
Garrett,Hampson,White,White,White
Garrett,Hill,White,Black,White
Gavin,Hollowell,White,White,White
Gerrit,Cole,White,White,White
Gilberto,Celestino,Black,Hispanic_Latino,Other
Giovanny,Gallegos,Other,Hispanic_Latino,Other
Gosuke,Katoh,Asian,Asian,Asian
Graham,Ashcraft,White,White,White
Grayson,Greiner,White,White,White
Greg,Allen,Black,White,Black
Greg,Holland,White,White,White
Griffin,Jax,White,White,White
Guillermo,Heredia,Black,Hispanic_Latino,Black
Gunnar,Henderson,White,White,White
Hanser,Alberto,Black,Hispanic_Latino,Black
Harold,Castro,Other,Hispanic_Latino,Other
Harrison,Bader,White,White,White
Heath,Hembree,White,White,White
Huascar,Brazoban,Black,Hispanic_Latino,Black
Humberto,Castellanos,Other,Hispanic_Latino,Other
Hunter,Brown,White,White,White
Hunter,Dozier,White,White,White
Hunter,Gaddis,White,White,White
Hunter,Greene,Black,White,Black
Hunter,Harvey,White,White,White
Ian,Anderson,White,White,White
Ian,Gibaut,White,White,White
Ian,Hamilton,White,White,White
Ian,Happ,White,White,White
J.D.,Davis,White,Black,White
J.P.,Crawford,Other,Black,Black
J.P.,Feyereisen,Other,White,White
Jack,Flaherty,Other,White,White
Jacob,Barnes,Other,White,White
Jacob,deGrom,White,White,White
Jake,Bird,White,White,White
Jake,Brentz,White,White,White
Jake,Burger,White,White,White
Jake,Cave,White,White,White
Jake,Cousins,White,Black,White
Jake,Cronenworth,White,White,White
Jake,Diekman,White,White,White
Jake,Fishman,White,White,White
Jake,Fraley,White,White,White
Jake,Hager,White,White,White
Jakob,Junis,White,White,White
Jalen,Beeks,White,Black,White
James,Kaprielian,White,White,White
James,Karinchak,White,White,White
Jandel,Gustave,Black,Black,Black
Janson,Junk,White,White,White
Jarred,Kelenic,White,White,White
Jarren,Duran,White,Hispanic_Latino,White
Jason,Adam,White,White,White
Jason,Alexander,White,White,White
Jason,Castro,White,Hispanic_Latino,White
Jason,Delay,White,White,White
Jason,Foley,White,White,White
Jason,Heyward,Black,Black,Black
Javier,Assad,Other,Hispanic_Latino,Other
Javy,Guerra,Other,Hispanic_Latino,Other
Jay,Jackson,Black,Black,Black
Jaylin,Davis,Black,Black,Black
Jeff,Brigham,White,White,White
Jeff,Hoffman,White,White,White
Jeimer,Candelario,Other,Hispanic_Latino,Other
Jerad,Eickhoff,White,White,White
Jeremiah,Estrada,Other,Hispanic_Latino,Other
Jeremy,Beasley,White,White,White
Jesse,Chavez,Other,Hispanic_Latino,Other
Jesus,Cruz,Asian,Hispanic_Latino,Other
Jeter,Downs,Black,White,Black
Jeurys,Familia,Black,Hispanic_Latino,Black
Jharel,Cotton,Black,Black,Black
Jhoan,Duran,Other,Hispanic_Latino,Other
Jhonathan,Diaz,White,Hispanic_Latino,White
Jimmy,Herget,White,White,White
JJ,Bleday,White,White,White
Jo,Adell,Black,Black,Black
Joan,Adon,Black,Black,Black
Joe,Barlow,White,Black,White
Joe,Dunand,Asian,Black,White
Joe,Kelly,White,Black,White
Joey,Bart,White,White,White
Joey,Gallo,White,Hispanic_Latino,White
Johan,Camargo,Other,Hispanic_Latino,Other
John,Brebbia,White,White,White
Johnny,Cueto,Black,Hispanic_Latino,Black
Jon,Berti,White,White,White
Jon,Gray,White,White,White
Jonah,Bride,White,Black,White
Jonah,Heim,White,White,White
Jonathan,Aranda,Other,Hispanic_Latino,Other
Jonathan,Davis,Black,Black,Black
Jonathan,Heasley,White,White,White
Jonathan,India,White,Asian,White
Jordan,Diaz,Other,Hispanic_Latino,Other
Jordan,Groshans,White,White,White
Jordan,Hicks,Other,Black,Black
Jordan,Holloway,White,Black,White
Jorge,Alcala,Black,Hispanic_Latino,Black
Jorge,Alfaro,Other,Hispanic_Latino,Other
Jose,Altuve,White,Hispanic_Latino,White
Jose,Alvarez,White,Hispanic_Latino,White
Jose,Barrero,Black,Hispanic_Latino,Black
Jose,Cuas,Black,Hispanic_Latino,Black
Jose,Herrera,Other,Hispanic_Latino,Other
Josh,Bell,Black,Black,Black
Josh,Donaldson,White,White,White
Josh,Fleming,White,Black,White
Josh,Hader,White,White,White
Josh,Harrison,Black,Black,Black
Josh,Jung,White,Asian,White
Josiah,Gray,Black,Black,Black
JT,Brubaker,White,White,White
JT,Chargois,Other,Black,White
Justin,BruiHispanic_Latino,White,White,White
Justin,Dunn,Black,White,Black
Justin,Grimm,White,White,White
Ke'Bryan,Hayes,Black,Black,Black
Keegan,Akin,White,White,White
Ken,Giles,White,Black,White
Kendall,Graveman,Other,White,White
Kenley,Jansen,Black,White,Black
Kerry,Carpenter,White,White,White
Kervin,Castro,Other,Hispanic_Latino,Other
Keston,Hiura,Asian,Asian,Asian
Kevin,Gausman,White,White,White
Kevin,Ginkel,White,White,White
Kevin,Herget,White,White,White
Kody,Clemens,White,White,White
Kohei,Arihara,Asian,Asian,Asian
Kolby,Allard,White,White,White
Kole,Calhoun,White,Black,White
Kris,Bryant,White,Black,White
Kris,Bubic,White,White,White
Kutter,Crawford,White,Black,White
Kyle,Barraclough,White,White,White
Kyle,Bradish,White,White,White
Kyle,Crick,White,White,White
Kyle,Dowdy,White,White,White
Kyle,Farmer,White,White,White
Kyle,Finnegan,White,White,White
Kyle,Freeland,White,White,White
Kyle,Garlick,White,White,White
Kyle,Gibson,White,White,White
Kyle,Hendricks,White,White,White
Kyle,Higashioka,White,Asian,White
Kyle,Isbel,White,White,White
Lewis,Brinson,Black,Black,Black
Liam,Hendriks,White,White,White
Logan,Allen,White,White,White
Logan,Gilbert,White,White,White
Logan,Gillaspie,White,White,White
Lorenzo,Cain,Black,Black,Black
Louis,Head,White,Black,White
Lucas,Gilbreath,White,White,White
Lucas,Giolito,White,Hispanic_Latino,White
Lucius,Fox,Black,White,Black
Luis,Arraez,Other,Hispanic_Latino,Other
Luis,Barrera,Other,Hispanic_Latino,Other
Luis,Campusano,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Castillo,Other,Hispanic_Latino,Other
Luis,Cessa,Other,Hispanic_Latino,Other
Luis,Garcia,Asian,Hispanic_Latino,Other
Luis,Gil,Other,Hispanic_Latino,Other
Luis,Guillorme,Other,Hispanic_Latino,Other
Luke,Bard,White,White,White
Luke,Barker,White,White,White
Luke,Farrell,White,White,White
MacKenzie,Gore,White,Black,White
Madison,Bumgarner,White,White,White
Maikel,Franco,Black,Hispanic_Latino,Black
Maikel,Garcia,Black,Hispanic_Latino,Black
Marco,Gonzales,Other,Hispanic_Latino,Other
Mario,Feliciano,Other,Hispanic_Latino,Other
Mark,Appel,White,White,White
Mark,Canha,White,White,White
Mark,Contreras,Other,Hispanic_Latino,Other
Marwin,Gonzalez,Other,Hispanic_Latino,Other
Matt,Barnes,White,White,White
Matt,Beaty,White,White,White
Matt,Brash,White,White,White
Matt,Bush,Other,White,White
Matt,Carpenter,White,White,White
Matt,Chapman,White,White,White
Matt,Davidson,White,White,White
Matt,Dermody,White,White,White
Matt,Duffy,White,White,White
Matt,Festa,White,White,White
Matt,Foster,White,White,White
Matt,Gage,White,White,White
Matthew,Batten,White,White,White
Matthew,Boyd,White,White,White
Max,Castillo,Other,Hispanic_Latino,Other
Max,Fried,White,White,White
Michael,Brantley,Other,White,Other
Michael,Chavis,White,Black,White
Michael,Feliz,Black,Hispanic_Latino,Black
Michael,Fulmer,White,White,White
Michael,Grove,White,White,White
Michael,Hermosillo,Other,Hispanic_Latino,Other
Michel,Baez,Other,Hispanic_Latino,Other
Miguel,Andujar,Black,Hispanic_Latino,Black
Miguel,Cabrera,Other,Hispanic_Latino,Other
Miguel,Castro,Black,Hispanic_Latino,Black
Mike,Baumann,White,White,White
Mike,Brosseau,White,White,White
Mike,Clevinger,White,White,White
Mike,Ford,Other,Black,White
Mitch,Garver,White,White,White
Mitch,Haniger,White,White,White
Mitch,Keller,Asian,White,White
Monte,Harrison,Black,Black,Black
Mookie,Betts,Black,Black,Black
Mychal,Givens,Black,Black,Black
Nabil,Crismatt,Other,White,Other
Narciso,Crook,Black,Black,Black
Nate,Eaton,White,White,White
Nate,Fisher,White,White,White
Nathan,Eovaldi,White,White,White
Nelson,Cruz,Other,Hispanic_Latino,Other
Nestor,Cortes,Other,Hispanic_Latino,Other
Nick,Ahmed,White,Asian,White
Nick,Allen,White,Black,White
Nick,Castellanos,White,Hispanic_Latino,White
Nick,Duron,White,Hispanic_Latino,White
Nick,Fortes,White,Hispanic_Latino,White
Nick,Gordon,Black,Black,Black
Nico,Hoerner,White,White,White
Niko,Goodrum,Black,White,Black
Noah,Davis,White,Black,White
Nolan,Arenado,Other,Hispanic_Latino,Other
Nolan,Gorman,White,White,White
Nolan,Jones,White,Black,White
Oneil,Cruz,Black,Hispanic_Latino,Black
Orlando,Arcia,Other,Hispanic_Latino,Other
Oscar,Gonzalez,Black,Hispanic_Latino,Black
Oswaldo,Cabrera,Asian,Hispanic_Latino,Other
Ozzie,Albies,Black,Black,Black
P.J.,Higgins,White,White,White
Paolo,Espino,Other,Hispanic_Latino,Other
Patrick,Corbin,White,Black,White
Paul,Blackburn,White,White,White
Paul,DeJong,White,White,White
Paul,Fry,White,White,White
Paul,Goldschmidt,White,White,White
Payton,Henry,White,Black,White
Pedro,Avila,Other,Hispanic_Latino,Other
Pete,Alonso,White,Hispanic_Latino,White
Pete,Fairbanks,White,White,White
Peyton,Burdick,White,White,White
Phil,Bickford,White,White,White
Phil,Gosselin,White,White,White
Phillip,DieHispanic_Latino,White,White,White
Pierce,Johnson,White,Black,White
R.J.,Alvarez,Other,Hispanic_Latino,Other
Rafael,Devers,Black,Hispanic_Latino,Black
Raisel,Iglesias,Black,Hispanic_Latino,Black
Randal,Grichuk,White,White,White
Randy,Arozarena,Black,Hispanic_Latino,Black
Raynel,Espinal,Other,Hispanic_Latino,Other
Reed,Garrett,White,White,White
Reid,Detmers,White,White,White
Rhys,Hoskins,White,Black,White
Rich,Hill,White,White,White
Richard,Bleier,White,White,White
Rico,Garcia,Other,Hispanic_Latino,Other
Riley,Adams,White,Black,White
Riley,Greene,Other,Black,White
Roansy,Contreras,Black,Hispanic_Latino,Black
Rob,Brantly,White,White,White
Robbie,Erlin,White,White,White
Robbie,Grossman,White,White,White
Robert,Dugger,Other,White,White
Robert,Gsellman,White,White,White
Robinson,Chirinos,Other,Hispanic_Latino,Other
Rodolfo,Castro,Black,Hispanic_Latino,Black
Ronel,Blanco,Black,Hispanic_Latino,Black
Ronnie,Dawson,Black,Black,Black
Ronny,Henriquez,Other,Hispanic_Latino,Other
Ross,Detwiler,White,White,White
Ryan,Aguilar,Other,Hispanic_Latino,Other
Ryan,Borucki,White,White,White
Ryan,Brasier,White,White,White
Ryan,Burr,White,White,White
Ryan,Castellani,White,White,White
Ryan,Feltner,White,White,White
Ryan,Helsley,White,White,White
Ryan,Hendrix,White,White,White
Ryan,Jeffers,White,White,White
Rylan,Bannon,White,White,White
Sam,Clay,White,Black,White
Sam,Coonrod,White,White,White
Sam,Haggerty,Other,White,White
Sam,Hentges,White,White,White
Sam,Hilliard,White,White,White
Sam,Howard,White,White,White
Sam,Huff,White,White,White
Sandy,Alcantara,Asian,Hispanic_Latino,Other
Santiago,Espinal,Other,Hispanic_Latino,Other
Scott,Alexander,White,White,White
Scott,Barlow,White,White,White
Scott,Effross,White,White,White
Sean,Bouchard,White,White,White
Sean,Doolittle,White,White,White
Sean,Hjelle,White,White,White
Seth,Beer,White,White,White
Seth,Brown,White,Black,White
Shane,Baz,White,Asian,White
Shane,Bieber,White,White,White
Shane,Greene,White,Black,White
Shaun,Anderson,White,Black,White
Shawn,Armstrong,White,Black,White
Silvino,Bracho,Other,Hispanic_Latino,Other
Skye,Bolt,White,White,White
Sonny,Gray,White,Black,White
Spencer,Howard,White,Black,White
Steve,Cishek,Asian,White,Asian
Steven,Brault,White,White,White
Steven,Duggar,White,White,White
Stone,Garrett,Black,Black,Black
Stuart,Fairchild,Asian,White,Asian
Tanner,Banks,White,Black,White
Tanner,Houck,White,White,White
Taylor,Clarke,White,Black,White
Taylor,Hearn,Black,White,Black
Taylor,Jones,Other,Black,Other
Terrance,Gore,Black,Black,Black
Thairo,Estrada,Asian,Hispanic_Latino,Other
Thomas,Hatch,Other,White,White
Tim,Anderson,Black,White,Black
Tim,Beckham,Black,White,Black
Tim,Hill,White,Black,White
TJ,Friedl,White,White,White
Tommy,Edman,Other,White,White
Tommy,Henry,White,Black,White
Tommy,Hunter,White,Black,White
Tommy,Kahnle,White,White,White
Tony,Gonsolin,White,Black,White
Travis,Blankenhorn,White,White,White
Travis,Demeritte,Black,Black,Black
Travis,d'Arnaud,White,White,White
Travis,Jankowski,White,White,White
Trent,Grisham,Other,White,White
Tres,Barrera,White,Hispanic_Latino,White
Trevor,Gott,White,White,White
Trevor,Kelley,White,Black,White
Triston,Casas,White,Hispanic_Latino,Other
Tucker,Barnhart,White,White,White
Tucker,Davidson,White,White,White
Ty,Blach,White,White,White
Ty,France,White,Black,White
Tyler,Alexander,White,White,White
Tyler,Anderson,White,White,White
Tyler,Beede,White,White,White
Tyler,Clippard,White,White,White
Tyler,Cyr,Other,White,White
Tyler,Danish,White,White,White
Tyler,Duffey,White,White,White
Tyler,Freeman,Other,White,Other
Tyler,Gilbert,White,White,White
Tyler,Glasnow,White,White,White
Tyler,Heineman,White,White,White
Tyler,Holton,White,White,White
Vaughn,Grissom,Other,Black,Other
Victor,Caratini,White,Hispanic_Latino,White
Vinny,Capra,White,Asian,White
Vladimir,Gutierrez,Black,Hispanic_Latino,Black
Walker,BueHispanic_Latinoer,White,White,White
Wander,Franco,Asian,Hispanic_Latino,Other
Wil,Crowe,White,White,White
Will,Benson,Black,Black,Black
Will,Brennan,Other,White,White
Willi,Castro,Asian,Hispanic_Latino,Other
William,Contreras,Asian,Hispanic_Latino,Other
Willians,Astudillo,Other,Hispanic_Latino,Other
Willie,Calhoun,Black,Black,Other
Willson,Contreras,Other,Hispanic_Latino,Other
Willy,Adames,Other,Hispanic_Latino,Other
Wilmer,Difo,Asian,Hispanic_Latino,Other
Wilmer,Flores,Asian,Hispanic_Latino,Other
Wynton,Bernard,Black,Black,Black
Xander,Bogaerts,Other,White,Other
Xzavion,Curry,Black,Black,Black
Yadiel,Hernandez,Other,Hispanic_Latino,Other
Yainer,Diaz,Other,Hispanic_Latino,Other
Yan,Gomes,White,Asian,White
Yasmani,Grandal,White,Hispanic_Latino,White
Yency,Almonte,Black,Hispanic_Latino,Black
Yennier,Cano,Black,Hispanic_Latino,Black
Yonathan,Daza,Other,Hispanic_Latino,Other
Yonny,Chirinos,Other,Hispanic_Latino,Other
Yordan,Alvarez,Black,Hispanic_Latino,Black
Yu,Chang,Asian,Asian,Asian
Yu,Darvish,Asian,Asian,Asian
Yuli,Gurriel,Other,Asian,Other
Zac,Gallen,White,White,White
Zach,Davies,White,White,White
Zach,Eflin,Other,White,White
Zach,Jackson,White,Black,White
Zack,Britton,White,Black,White
Zack,Collins,White,Black,White
Zack,Greinke,White,White,White
