First Name,Last Name,Face,Name,Truth
Brad,Hand,Other,White,White
Brad,Keller,White,White,White
Brandon,Belt,Other,White,White
Brandon,Bielak,White,White,White
Brandon,Crawford,White,Black,White
Brandon,Dixon,White,Black,White
Brandon,Drury,White,White,White
Brandon,Hughes,White,Black,White
Braxton,Garrett,White,Black,White
Brayan,Bello,Black,Other,Black
Brendan,Donovan,White,White,White
Brendon,Davis,Black,Black,Black
Brennan,Bernardino,Other,Other,Other
Brett,Baty,White,White,White
Brewer,Hicklen,White,Black,White
Brian,Anderson,White,White,White
Brock,Burke,White,White,White
Brusdar,Graterol,Other,White,Other
Bryan,Abreu,Other,Other,Other
Bryan,Baker,White,White,White
Bryan,Garcia,White,Other,Other
Bryan,Hoeing,White,White,White
Bryce,Elder,White,White,White
Bryce,Harper,White,Black,White
Bryce,Johnson,White,Black,White
Buck,Farmer,White,White,White
Byron,Buxton,Black,Black,Black
C.J.,Cron,White,White,White
Cade,Cavalli,White,White,White
Caleb,Ferguson,White,White,White
Caleb,Hamilton,White,White,White
Calvin,Faucher,White,Black,White
Cam,Alldred,White,Asian,White
Cam,Gallagher,White,Asian,White
Camilo,Doval,Black,Other,Black
Carlos,Carrasco,Other,Other,Other
Carlos,Correa,Other,Other,Other
Carson,Kelly,White,Black,White
Cavan,Biggio,Other,White,White
Chad,Green,White,White,White
Charlie,Blackmon,White,Black,White
Charlie,Culberson,White,Black,White
Chase,Anderson,White,Black,White
Chris,Archer,Other,White,Other
Chris,Bassitt,White,White,White
Chris,Devenski,White,White,White
Chris,Ellis,White,White,White
Chris,Flexen,White,White,White
Christian,Arroyo,White,Other,White
Christian,Bethancourt,Other,White,Black
CJ,Abrams,Black,Black,Black
Clay,Holmes,White,Black,White
Clint,Frazier,White,Black,White
Cody,Bellinger,White,White,White
Cole,Irvin,White,Black,White
Colin,Holderman,White,White,White
Conner,Capel,White,White,White
Connor,Brogdon,White,White,White
Connor,Joe,Asian,Asian,Asian
Cooper,Criswell,White,White,White
Cooper,Hummel,White,White,White
Corbin,Burnes,White,Black,White
Corbin,Carroll,Other,White,White
Corey,Dickerson,White,Black,White
Cory,Abbott,White,White,White
Cristian,Javier,Black,Other,Black
Curt,Casali,White,White,White
Dairon,Blanco,Black,Other,Black
Dakota,Hudson,White,Black,White
Dalton,Guthrie,Other,White,Other
Damon,Jones,White,Black,White
Dane,Dunning,Asian,Black,Asian
Daniel,Bard,White,White,White
Daniel,Castano,White,Other,White
Daniel,Duarte,Other,Other,Other
Daniel,Hudson,White,Black,White
Danny,Coulombe,White,Black,White
Danny,Jansen,White,White,White
Darick,Hall,Other,Black,White
Daulton,Jefferies,White,Black,White
David,Bednar,White,White,White
David,Bote,White,White,White
David,Fletcher,White,White,White
David,Hensley,White,White,White
Daz,Cameron,Black,Black,Black
Derek,Hill,Black,Black,Black
Didi,Gregorius,Black,White,Black
Diego,Castillo,Black,Other,Black
Diego,Castillo,Black,Other,Black
DL,Hall,White,White,White
Domingo,Acevedo,Black,Other,Black
Drew,Carlton,White,White,White
Drew,Ellis,White,White,White
Drew,Hutchison,White,White,White
Drew,Jackson,White,Black,White
Drey,Jameson,White,Black,White
Dustin,Garneau,White,White,White
Dylan,Bundy,White,White,White
Dylan,Carlson,Other,White,White
Dylan,Cease,Other,White,White
Dylan,Coleman,White,White,White
Dylan,Floro,White,Other,White
Eddy,Alvarez,White,Other,Other
Eduard,Bazardo,Black,Other,Black
Eduardo,Escobar,Black,Other,Black
Edward,Cabrera,Black,Other,Black
Ehire,Adrianza,Other,Black,Other
Elier,Hernandez,Black,Other,Black
Elvis,Andrus,Black,White,Black
Emmanuel,Clase,Other,Black,Black
Ender,Inciarte,White,Other,White
Eric,Haase,White,White,White
Eric,Hosmer,Other,White,White
Erick,Fedde,White,White,White
Ernie,Clement,White,Black,White
Estevan,Florial,Black,Other,Black
Ezequiel,Duran,Black,Other,Black
Fernando,Cruz,Other,Other,Other
Foster,Griffin,White,Black,White
Franchy,Cordero,Black,Other,Black
Franklin,German,Other,White,White
Freddie,Freeman,White,Black,White
Freddy,Fermin,Asian,Other,White
Gabriel,Arias,Other,Other,Other
Garrett,Cleavinger,White,White,White
Garrett,Cooper,White,White,White
Garrett,Hampson,White,White,White
Garrett,Hill,White,Black,White
Gavin,Hollowell,White,White,White
Gerrit,Cole,White,White,White
Gilberto,Celestino,Black,Other,Other
Giovanny,Gallegos,Other,Other,Other
Gosuke,Katoh,Asian,Asian,Asian
Graham,Ashcraft,White,White,White
Grayson,Greiner,White,White,White
Greg,Allen,Black,White,Black
Greg,Holland,White,White,White
Griffin,Jax,White,White,White
Guillermo,Heredia,Black,Other,Black
Gunnar,Henderson,White,White,White
Hanser,Alberto,Black,Other,Black
Harold,Castro,Other,Other,Other
Harrison,Bader,White,White,White
Heath,Hembree,White,White,White
Huascar,Brazoban,Black,Other,Black
Humberto,Castellanos,Other,Other,Other
Hunter,Brown,White,White,White
Hunter,Dozier,White,White,White
Hunter,Gaddis,White,White,White
Hunter,Greene,Black,White,Black
Hunter,Harvey,White,White,White
Ian,Anderson,White,White,White
Ian,Gibaut,White,White,White
Ian,Hamilton,White,White,White
Ian,Happ,White,White,White
J.D.,Davis,White,Black,White
J.P.,Crawford,Other,Black,Black
J.P.,Feyereisen,Other,White,White
Jack,Flaherty,Other,White,White
Jacob,Barnes,Other,White,White
Jacob,deGrom,White,White,White
Jake,Bird,White,White,White
Jake,Brentz,White,White,White
Jake,Burger,White,White,White
Jake,Cave,White,White,White
Jake,Cousins,White,Black,White
Jake,Cronenworth,White,White,White
Jake,Diekman,White,White,White
Jake,Fishman,White,White,White
Jake,Fraley,White,White,White
Jake,Hager,White,White,White
Jakob,Junis,White,White,White
Jalen,Beeks,White,Black,White
James,Kaprielian,White,White,White
James,Karinchak,White,White,White
Jandel,Gustave,Black,Black,Black
Janson,Junk,White,White,White
Jarred,Kelenic,White,White,White
Jarren,Duran,White,Other,White
Jason,Adam,White,White,White
Jason,Alexander,White,White,White
Jason,Castro,White,Other,White
Jason,Delay,White,White,White
Jason,Foley,White,White,White
Jason,Heyward,Black,Black,Black
Javier,Assad,Other,Other,Other
Javy,Guerra,Other,Other,Other
Jay,Jackson,Black,Black,Black
Jaylin,Davis,Black,Black,Black
Jeff,Brigham,White,White,White
Jeff,Hoffman,White,White,White
Jeimer,Candelario,Other,Other,Other
Jerad,Eickhoff,White,White,White
Jeremiah,Estrada,Other,Other,Other
Jeremy,Beasley,White,White,White
Jesse,Chavez,Other,Other,Other
Jesus,Cruz,Asian,Other,Other
Jeter,Downs,Black,White,Black
Jeurys,Familia,Black,Other,Black
Jharel,Cotton,Black,Black,Black
Jhoan,Duran,Other,Other,Other
Jhonathan,Diaz,White,Other,White
Jimmy,Herget,White,White,White
JJ,Bleday,White,White,White
Jo,Adell,Black,Black,Black
Joan,Adon,Black,Black,Black
Joe,Barlow,White,Black,White
Joe,Dunand,Asian,Black,White
Joe,Kelly,White,Black,White
Joey,Bart,White,White,White
Joey,Gallo,White,Other,White
Johan,Camargo,Other,Other,Other
John,Brebbia,White,White,White
Johnny,Cueto,Black,Other,Black
Jon,Berti,White,White,White
Jon,Gray,White,White,White
Jonah,Bride,White,Black,White
Jonah,Heim,White,White,White
Jonathan,Aranda,Other,Other,Other
Jonathan,Davis,Black,Black,Black
Jonathan,Heasley,White,White,White
Jonathan,India,White,Asian,White
Jordan,Diaz,Other,Other,Other
Jordan,Groshans,White,White,White
Jordan,Hicks,Other,Black,Black
Jordan,Holloway,White,Black,White
Jorge,Alcala,Black,Other,Black
Jorge,Alfaro,Other,Other,Other
Jose,Altuve,White,Other,White
Jose,Alvarez,White,Other,White
Jose,Barrero,Black,Other,Black
Jose,Cuas,Black,Other,Black
Jose,Herrera,Other,Other,Other
Josh,Bell,Black,Black,Black
Josh,Donaldson,White,White,White
Josh,Fleming,White,Black,White
Josh,Hader,White,White,White
Josh,Harrison,Black,Black,Black
Josh,Jung,White,Asian,White
Josiah,Gray,Black,Black,Black
JT,Brubaker,White,White,White
JT,Chargois,Other,Black,White
Justin,BruiOther,White,White,White
Justin,Dunn,Black,White,Black
Justin,Grimm,White,White,White
Ke'Bryan,Hayes,Black,Black,Black
Keegan,Akin,White,White,White
Ken,Giles,White,Black,White
Kendall,Graveman,Other,White,White
Kenley,Jansen,Black,White,Black
Kerry,Carpenter,White,White,White
Kervin,Castro,Other,Other,Other
Keston,Hiura,Asian,Asian,Asian
Kevin,Gausman,White,White,White
Kevin,Ginkel,White,White,White
Kevin,Herget,White,White,White
Kody,Clemens,White,White,White
Kohei,Arihara,Asian,Asian,Asian
Kolby,Allard,White,White,White
Kole,Calhoun,White,Black,White
Kris,Bryant,White,Black,White
Kris,Bubic,White,White,White
Kutter,Crawford,White,Black,White
Kyle,Barraclough,White,White,White
Kyle,Bradish,White,White,White
Kyle,Crick,White,White,White
Kyle,Dowdy,White,White,White
Kyle,Farmer,White,White,White
Kyle,Finnegan,White,White,White
Kyle,Freeland,White,White,White
Kyle,Garlick,White,White,White
Kyle,Gibson,White,White,White
Kyle,Hendricks,White,White,White
Kyle,Higashioka,White,Asian,White
Kyle,Isbel,White,White,White
Lewis,Brinson,Black,Black,Black
Liam,Hendriks,White,White,White
Logan,Allen,White,White,White
Logan,Gilbert,White,White,White
Logan,Gillaspie,White,White,White
Lorenzo,Cain,Black,Black,Black
Louis,Head,White,Black,White
Lucas,Gilbreath,White,White,White
Lucas,Giolito,White,Other,White
Lucius,Fox,Black,White,Black
Luis,Arraez,Other,Other,Other
Luis,Barrera,Other,Other,Other
Luis,Campusano,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Castillo,Other,Other,Other
Luis,Cessa,Other,Other,Other
Luis,Garcia,Asian,Other,Other
Luis,Gil,Other,Other,Other
Luis,Guillorme,Other,Other,Other
Luke,Bard,White,White,White
Luke,Barker,White,White,White
Luke,Farrell,White,White,White
MacKenzie,Gore,White,Black,White
Madison,Bumgarner,White,White,White
Maikel,Franco,Black,Other,Black
Maikel,Garcia,Black,Other,Black
Marco,Gonzales,Other,Other,Other
Mario,Feliciano,Other,Other,Other
Mark,Appel,White,White,White
Mark,Canha,White,White,White
Mark,Contreras,Other,Other,Other
Marwin,Gonzalez,Other,Other,Other
Matt,Barnes,White,White,White
Matt,Beaty,White,White,White
Matt,Brash,White,White,White
Matt,Bush,Other,White,White
Matt,Carpenter,White,White,White
Matt,Chapman,White,White,White
Matt,Davidson,White,White,White
Matt,Dermody,White,White,White
Matt,Duffy,White,White,White
Matt,Festa,White,White,White
Matt,Foster,White,White,White
Matt,Gage,White,White,White
Matthew,Batten,White,White,White
Matthew,Boyd,White,White,White
Max,Castillo,Other,Other,Other
Max,Fried,White,White,White
Michael,Brantley,Other,White,Other
Michael,Chavis,White,Black,White
Michael,Feliz,Black,Other,Black
Michael,Fulmer,White,White,White
Michael,Grove,White,White,White
Michael,Hermosillo,Other,Other,Other
Michel,Baez,Other,Other,Other
Miguel,Andujar,Black,Other,Black
Miguel,Cabrera,Other,Other,Other
Miguel,Castro,Black,Other,Black
Mike,Baumann,White,White,White
Mike,Brosseau,White,White,White
Mike,Clevinger,White,White,White
Mike,Ford,Other,Black,White
Mitch,Garver,White,White,White
Mitch,Haniger,White,White,White
Mitch,Keller,Asian,White,White
Monte,Harrison,Black,Black,Black
Mookie,Betts,Black,Black,Black
Mychal,Givens,Black,Black,Black
Nabil,Crismatt,Other,White,Other
Narciso,Crook,Black,Black,Black
Nate,Eaton,White,White,White
Nate,Fisher,White,White,White
Nathan,Eovaldi,White,White,White
Nelson,Cruz,Other,Other,Other
Nestor,Cortes,Other,Other,Other
Nick,Ahmed,White,Asian,White
Nick,Allen,White,Black,White
Nick,Castellanos,White,Other,White
Nick,Duron,White,Other,White
Nick,Fortes,White,Other,White
Nick,Gordon,Black,Black,Black
Nico,Hoerner,White,White,White
Niko,Goodrum,Black,White,Black
Noah,Davis,White,Black,White
Nolan,Arenado,Other,Other,Other
Nolan,Gorman,White,White,White
Nolan,Jones,White,Black,White
Oneil,Cruz,Black,Other,Black
Orlando,Arcia,Other,Other,Other
Oscar,Gonzalez,Black,Other,Black
Oswaldo,Cabrera,Asian,Other,Other
Ozzie,Albies,Black,Black,Black
P.J.,Higgins,White,White,White
Paolo,Espino,Other,Other,Other
Patrick,Corbin,White,Black,White
Paul,Blackburn,White,White,White
Paul,DeJong,White,White,White
Paul,Fry,White,White,White
Paul,Goldschmidt,White,White,White
Payton,Henry,White,Black,White
Pedro,Avila,Other,Other,Other
Pete,Alonso,White,Other,White
Pete,Fairbanks,White,White,White
Peyton,Burdick,White,White,White
Phil,Bickford,White,White,White
Phil,Gosselin,White,White,White
Phillip,DieOther,White,White,White
Pierce,Johnson,White,Black,White
R.J.,Alvarez,Other,Other,Other
Rafael,Devers,Black,Other,Black
Raisel,Iglesias,Black,Other,Black
Randal,Grichuk,White,White,White
Randy,Arozarena,Black,Other,Black
Raynel,Espinal,Other,Other,Other
Reed,Garrett,White,White,White
Reid,Detmers,White,White,White
Rhys,Hoskins,White,Black,White
Rich,Hill,White,White,White
Richard,Bleier,White,White,White
Rico,Garcia,Other,Other,Other
Riley,Adams,White,Black,White
Riley,Greene,Other,Black,White
Roansy,Contreras,Black,Other,Black
Rob,Brantly,White,White,White
Robbie,Erlin,White,White,White
Robbie,Grossman,White,White,White
Robert,Dugger,Other,White,White
Robert,Gsellman,White,White,White
Robinson,Chirinos,Other,Other,Other
Rodolfo,Castro,Black,Other,Black
Ronel,Blanco,Black,Other,Black
Ronnie,Dawson,Black,Black,Black
Ronny,Henriquez,Other,Other,Other
Ross,Detwiler,White,White,White
Ryan,Aguilar,Other,Other,Other
Ryan,Borucki,White,White,White
Ryan,Brasier,White,White,White
Ryan,Burr,White,White,White
Ryan,Castellani,White,White,White
Ryan,Feltner,White,White,White
Ryan,Helsley,White,White,White
Ryan,Hendrix,White,White,White
Ryan,Jeffers,White,White,White
Rylan,Bannon,White,White,White
Sam,Clay,White,Black,White
Sam,Coonrod,White,White,White
Sam,Haggerty,Other,White,White
Sam,Hentges,White,White,White
Sam,Hilliard,White,White,White
Sam,Howard,White,White,White
Sam,Huff,White,White,White
Sandy,Alcantara,Asian,Other,Other
Santiago,Espinal,Other,Other,Other
Scott,Alexander,White,White,White
Scott,Barlow,White,White,White
Scott,Effross,White,White,White
Sean,Bouchard,White,White,White
Sean,Doolittle,White,White,White
Sean,Hjelle,White,White,White
Seth,Beer,White,White,White
Seth,Brown,White,Black,White
Shane,Baz,White,Asian,White
Shane,Bieber,White,White,White
Shane,Greene,White,Black,White
Shaun,Anderson,White,Black,White
Shawn,Armstrong,White,Black,White
Silvino,Bracho,Other,Other,Other
Skye,Bolt,White,White,White
Sonny,Gray,White,Black,White
Spencer,Howard,White,Black,White
Steve,Cishek,Asian,White,Asian
Steven,Brault,White,White,White
Steven,Duggar,White,White,White
Stone,Garrett,Black,Black,Black
Stuart,Fairchild,Asian,White,Asian
Tanner,Banks,White,Black,White
Tanner,Houck,White,White,White
Taylor,Clarke,White,Black,White
Taylor,Hearn,Black,White,Black
Taylor,Jones,Other,Black,Other
Terrance,Gore,Black,Black,Black
Thairo,Estrada,Asian,Other,Other
Thomas,Hatch,Other,White,White
Tim,Anderson,Black,White,Black
Tim,Beckham,Black,White,Black
Tim,Hill,White,Black,White
TJ,Friedl,White,White,White
Tommy,Edman,Other,White,White
Tommy,Henry,White,Black,White
Tommy,Hunter,White,Black,White
Tommy,Kahnle,White,White,White
Tony,Gonsolin,White,Black,White
Travis,Blankenhorn,White,White,White
Travis,Demeritte,Black,Black,Black
Travis,d'Arnaud,White,White,White
Travis,Jankowski,White,White,White
Trent,Grisham,Other,White,White
Tres,Barrera,White,Other,White
Trevor,Gott,White,White,White
Trevor,Kelley,White,Black,White
Triston,Casas,White,Other,Other
Tucker,Barnhart,White,White,White
Tucker,Davidson,White,White,White
Ty,Blach,White,White,White
Ty,France,White,Black,White
Tyler,Alexander,White,White,White
Tyler,Anderson,White,White,White
Tyler,Beede,White,White,White
Tyler,Clippard,White,White,White
Tyler,Cyr,Other,White,White
Tyler,Danish,White,White,White
Tyler,Duffey,White,White,White
Tyler,Freeman,Other,White,Other
Tyler,Gilbert,White,White,White
Tyler,Glasnow,White,White,White
Tyler,Heineman,White,White,White
Tyler,Holton,White,White,White
Vaughn,Grissom,Other,Black,Other
Victor,Caratini,White,Other,White
Vinny,Capra,White,Asian,White
Vladimir,Gutierrez,Black,Other,Black
Walker,BueOtherer,White,White,White
Wander,Franco,Asian,Other,Other
Wil,Crowe,White,White,White
Will,Benson,Black,Black,Black
Will,Brennan,Other,White,White
Willi,Castro,Asian,Other,Other
William,Contreras,Asian,Other,Other
Willians,Astudillo,Other,Other,Other
Willie,Calhoun,Black,Black,Other
Willson,Contreras,Other,Other,Other
Willy,Adames,Other,Other,Other
Wilmer,Difo,Asian,Other,Other
Wilmer,Flores,Asian,Other,Other
Wynton,Bernard,Black,Black,Black
Xander,Bogaerts,Other,White,Other
Xzavion,Curry,Black,Black,Black
Yadiel,Hernandez,Other,Other,Other
Yainer,Diaz,Other,Other,Other
Yan,Gomes,White,Asian,White
Yasmani,Grandal,White,Other,White
Yency,Almonte,Black,Other,Black
Yennier,Cano,Black,Other,Black
Yonathan,Daza,Other,Other,Other
Yonny,Chirinos,Other,Other,Other
Yordan,Alvarez,Black,Other,Black
Yu,Chang,Asian,Asian,Asian
Yu,Darvish,Asian,Asian,Asian
Yuli,Gurriel,Other,Asian,Other
Zac,Gallen,White,White,White
Zach,Davies,White,White,White
Zach,Eflin,Other,White,White
Zach,Jackson,White,Black,White
Zack,Britton,White,Black,White
Zack,Collins,White,Black,White
Zack,Greinke,White,White,White
