First Name,Last Name,Face,Name,Prediction,Image,School,Source,Actual
Michael B.,Eisen,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=z2foFg4AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=z2foFg4AAAAJ,White
John P.,Huelsenbeck,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=rQ0w89cAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=rQ0w89cAAAAJ,White
A,Zettl,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AV-0h_sAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=AV-0h_sAAAAJ,White
Jeffrey R,LONG,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=XCP3qr0AAAAJ&citpid=5,UC Berkeley,https://scholar.google.com/citations?hl=en&user=XCP3qr0AAAAJ,White
Alexis T.,BELL,White,Black,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AyNLDxgAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=AyNLDxgAAAAJ,White
Dennis,BALDOCCHI,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dJ8MMFoAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=dJ8MMFoAAAAJ,White
"Bruns, Thomas",D,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=9i2wHgMAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=9i2wHgMAAAAJ,White
Dacher,Keltner,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=oqw_lMkAAAAJ&citpid=6,UC Berkeley,https://scholar.google.com/citations?hl=en&user=oqw_lMkAAAAJ,White
John W.,TAYLOR,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AY-DriwAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=AY-DriwAAAAJ,White
chenming,hu,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AydvDQ0AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=AydvDQ0AAAAJ,Asian
Mark,D'Esposito,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=s7gOlh8AAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=s7gOlh8AAAAJ,White
David,Wagner,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=67kghxAAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=67kghxAAAAAJ,White
Robert Thomas,Knight,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=WYv36DIAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=WYv36DIAAAAJ,White
Alberto Sangiovanni,Vincentelli,Black,Other,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AhgjQ2QAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=AhgjQ2QAAAAJ,White
Matei,Zaharia,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=I1EvjZsAAAAJ&citpid=10,UC Berkeley,https://scholar.google.com/citations?hl=en&user=I1EvjZsAAAAJ,White
Ali,Javey,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=1gqyKqcAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=1gqyKqcAAAAJ,Asian
Alberto L.,Sangiovanni-Vincentelli,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Sbh1BBkAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Sbh1BBkAAAAJ,White
Vern,Paxson,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=HvwPRJ0AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=HvwPRJ0AAAAJ,White
Yi Ma,(马毅),Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=XqLiBQMAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=XqLiBQMAAAAJ,Asian
Emmanuel,Saez,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=qZpr_CQAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=qZpr_CQAAAAJ,Asian
Laurent El,Ghaoui,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=GDe65XEAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=GDe65XEAAAAJ,White
Arthur L.,Reingold,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=WNYs930AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=WNYs930AAAAJ,White
Stéfan van der,Walt,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=WWa5B6kAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=WWa5B6kAAAAJ,White
Andrew K,Rose,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=XhpyWAMAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=XhpyWAMAAAAJ,White
Patrick D.,Hsu,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=LhnU_joAAAAJ&citpid=10,UC Berkeley,https://scholar.google.com/citations?hl=en&user=LhnU_joAAAAJ,Asian
Edward A.,LEE,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=IJgXsgwAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=IJgXsgwAAAAJ,White
Jan,Rabaey,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=GP64q_kAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=GP64q_kAAAAJ,White
Benjamin,Recht,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=a_dbdxAAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=a_dbdxAAAAAJ,White
Ronald E,Dahl,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=zfCmRZkAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=zfCmRZkAAAAJ,White
Robert,Cervero,Other,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4Cp_lusAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=4Cp_lusAAAAJ,White
Richard J.,SAYKALLY,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3pgW21QAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=3pgW21QAAAAJ,White
Joshua S.,Bloom,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=fHkUYk0AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=fHkUYk0AAAAJ,White
Allen H,Goldstein,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Z0YoUrIAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Z0YoUrIAAAAJ,White
Luke P.,Lee,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xADN4DUAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=xADN4DUAAAAJ,Asian
Joseph,Hellerstein,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uFJi3IUAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=uFJi3IUAAAAJ,White
Kurt,Keutzer,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ID9QePIAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=ID9QePIAAAAJ,White
Kenneth,Train,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=2bj9dJcAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=2bj9dJcAAAAJ,White
Masayoshi,Tomizuka,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=8m8taGEAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=8m8taGEAAAAJ,Asian
David H.,RAULET,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=bf7u8fUAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=bf7u8fUAAAAJ,White
Marcia,Linn,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=RVbPgUgAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=RVbPgUgAAAAJ,White
Armando,Fox,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=GXJqtYUAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=GXJqtYUAAAAJ,White
Kannan,Ramchandran,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=DcV-5RAAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=DcV-5RAAAAAJ,Asian
Aihwa,Ong,White,Asian,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=JdiCwlMAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=JdiCwlMAAAAJ,Asian
K. Jarrod,Millman,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=RH1sMcQAAAAJ&citpid=5,UC Berkeley,https://scholar.google.com/citations?hl=en&user=RH1sMcQAAAAJ,White
Alexander,Pines,White,Other,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=cct0cjAAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=cct0cjAAAAAJ,White
David P.,Anderson,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=zuNDS34AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=zuNDS34AAAAJ,White
Marti A,Hearst,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=664NOb0AAAAJ&citpid=6,UC Berkeley,https://scholar.google.com/citations?hl=en&user=664NOb0AAAAJ,White
David,Zilberman,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=DhU5JswAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=DhU5JswAAAAJ,White
Bin,YU,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xT19Jc0AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=xT19Jc0AAAAJ,Asian
Jeffrey B.,Neaton,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=lWrEM48AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=lWrEM48AAAAJ,White
Dan M.,STAMPER-KURN,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=W1-hAXkAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=W1-hAXkAAAAJ,White
Junqiao,Wu,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=08NbivUAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=08NbivUAAAAJ,Asian
Sophia,Rabe-Hesketh,White,Black,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=qL7K-3EAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=qL7K-3EAAAAJ,White
Alan J.,AUERBACH,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=vERFLi0AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=vERFLi0AAAAJ,White
Enrico,MORETTI,White,Other,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ERhPn_MAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=ERhPn_MAAAAJ,White
Richard M.,HARLAND,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=lh527_4AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=lh527_4AAAAJ,White
Howard Isaacson,MS,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uxab3Z4AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=uxab3Z4AAAAJ,White
Kristofer,PISTER,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=mnAk4HIAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=mnAk4HIAAAAJ,White
David G.,DRUBIN,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=-had2Q8AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=-had2Q8AAAAJ,White
John,Harte,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=fPR9ZeMAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=fPR9ZeMAAAAJ,White
Mark van der,Laan,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=-zaDQ10AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=-zaDQ10AAAAJ,White
Ken,Goldberg,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=8fztli4AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=8fztli4AAAAJ,White
Kenichi,Soga,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=b1DrYnAAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=b1DrYnAAAAAJ,Asian
Paul J.,GERTLER,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=As7rG9QAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=As7rG9QAAAAJ,White
David B.,Wake,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=jNUs6LsAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=jNUs6LsAAAAJ,White
William W,Nazaroff,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=U29LDuAAAAAJ&citpid=8,UC Berkeley,https://scholar.google.com/citations?hl=en&user=U29LDuAAAAAJ,White
Janet G,Luhmann,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nvv94oMAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=nvv94oMAAAAJ,White
Liwei,Lin,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=FTe6HDoAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=FTe6HDoAAAAJ,Asian
Andy,Konwinski,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=0VwIiIsAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=0VwIiIsAAAAJ,White
Armen Der,Kiureghian,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=2sAScUAAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=2sAScUAAAAAJ,Other
Harvey W.,BLANCH,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=mt4SHSwAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=mt4SHSwAAAAJ,White
Ann E.,Harrison,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dPI5uO4AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=dPI5uO4AAAAJ,White
Dmitry,Budker,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nXMpZ5sAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=nXMpZ5sAAAAJ,White
Joseph E.,Gonzalez,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B96GkdgAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=B96GkdgAAAAJ,White
David,Schaffer,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=lmJ4en0AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=lmJ4en0AAAAJ,White
Roland,Burgmann,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=zaKntLEAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=zaKntLEAAAAJ,White
Ronald Demos,Lee,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=pALctakAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=pALctakAAAAJ,White
Richard B.,Norgaard,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=TvP5m6AAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=TvP5m6AAAAAJ,White
Ming C.,Wu,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Yr2yu_sAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Yr2yu_sAAAAJ,Asian
Gerard,Roland,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=qFtg6AUAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=qFtg6AUAAAAJ,Asian
Robert J.,Full,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kwqPtgcAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=kwqPtgcAAAAJ,White
Michael,Armbrust,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Bl8GgEcAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Bl8GgEcAAAAJ,White
Francesco,Borrelli,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Cz-Q_IsAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Cz-Q_IsAAAAJ,White
Sayeef,Salahuddin,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Ay4FZFUAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Ay4FZFUAAAAJ,Asian
Ronald S.,FEARING,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uA0kNBUAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=uA0kNBUAAAAJ,White
Mark,WILSON,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=myjNdL0AAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=myjNdL0AAAAJ,White
Costas,Grigoropoulos,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=JZ_7VVAAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=JZ_7VVAAAAAJ,White
Dennis M.,LEVI,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=QUvcOBUAAAAJ&citpid=6,UC Berkeley,https://scholar.google.com/citations?hl=en&user=QUvcOBUAAAAJ,White
Wayne Marcus,Getz,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=FfULC7gAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=FfULC7gAAAAJ,White
Benjamin,Hermalin,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=GBL5kVQAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=GBL5kVQAAAAJ,White
"Haiyan Huang,",Professor,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=iVavvW8AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=iVavvW8AAAAJ,Asian
Yuriy,Gorodnichenko,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=VxlZFtYAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=VxlZFtYAAAAJ,White
Krste,Asanovic,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=e4I7ihkAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=e4I7ihkAAAAJ,White
Ronald C,COHEN,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=XT6xjNMAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=XT6xjNMAAAAJ,White
Michael (Miki),Lustig,White,Asian,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=EWY1qlkAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=EWY1qlkAAAAJ,White
Nicholas,Ingolia,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=5LXPLI0AAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=5LXPLI0AAAAJ,White
James R.,Graham,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=41aogyQAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=41aogyQAAAAJ,White
Richard S.,Muller,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=MCTxijQAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=MCTxijQAAAAJ,White
Borivoje,Nikolic,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=QEqPllIAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=QEqPllIAAAAJ,White
Russell E.,Vance,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=E2RYCMQAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=E2RYCMQAAAAJ,White
Stephen,Self,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=atkAxXkAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=atkAxXkAAAAJ,White
Stuart D.,BALE,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=WGggJyMAAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=WGggJyMAAAAJ,White
Keith,JOHNSON,White,Black,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=8zz1wE0AAAAJ&citpid=1,UC Berkeley,https://scholar.google.com/citations?hl=en&user=8zz1wE0AAAAJ,White
"Sheri L. Johnson,",Ph.D.,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=gZyWKzIAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=gZyWKzIAAAAJ,White
Yuan,Wang,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=YnOJbq8AAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=YnOJbq8AAAAJ,Asian
Christopher,Ansell,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=EzCfOJ4AAAAJ&citpid=6,UC Berkeley,https://scholar.google.com/citations?hl=en&user=EzCfOJ4AAAAJ,White
David L,Mitchell,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ZEzk8fEAAAAJ&citpid=2,UC Berkeley,https://scholar.google.com/citations?hl=en&user=ZEzk8fEAAAAJ,White
Koushik,Sen,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Vn3L_ioAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=Vn3L_ioAAAAJ,Asian
Susan A.,SHAHEEN,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=-xb_p8cAAAAJ&citpid=3,UC Berkeley,https://scholar.google.com/citations?hl=en&user=-xb_p8cAAAAJ,White
Hany,Farid,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3OKn_UYAAAAJ&citpid=6,UC Berkeley,https://scholar.google.com/citations?hl=en&user=3OKn_UYAAAAJ,White
Connie,Chang-Hasnain,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=O2HSABIAAAAJ&citpid=4,UC Berkeley,https://scholar.google.com/citations?hl=en&user=O2HSABIAAAAJ,Asian
