First Name,Last Name,Image,School,Source,Local Image
Robert,Brayton,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/brayton.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Robert_Brayton.jpg
Eric,Brewer,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/brewer.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Eric_Brewer.jpg
Thomas,Budinger,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/budinger.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Thomas_Budinger.jpg
Aydin,Buluç,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/aydin.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Aydin_Buluç.jpg
Duncan,Callaway,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/dcal.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Duncan_Callaway.jpg
John,Canny,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/canny.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/John_Canny.jpg
Yuan,Cao,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/caoyuan.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Yuan_Cao.jpg
Jose,Carmena,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/carmena.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jose_Carmena.jpg
Constance,Chang-Hasnain,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/chang-hasnain.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Constance_Chang-Hasnain.jpg
Sarah,Chasins,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/schasins.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sarah_Chasins.jpg
Jennifer,Chayes,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jchayes.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jennifer_Chayes.jpg
Irene,Chen,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/iychen.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Irene_Chen.jpg
Alvin,Cheung,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/akcheung.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alvin_Cheung.jpg
Jun-Chau,Chien,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jcchien.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jun-Chau_Chien.jpg
Alessandro,Chiesa,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/alexch.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alessandro_Chiesa.jpg
Leon,Chua,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/chua.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Leon_Chua.jpg
John,Chuang,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/chuang.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/John_Chuang.jpg
Michael,Clancy,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/clancy.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Michael_Clancy.jpg
Phillip,Colella,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/colella.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Phillip_Colella.jpg
Steven,Conolly,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sconolly.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Steven_Conolly.jpg
Thomas,Courtade,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/courtade.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Thomas_Courtade.jpg
Natacha,Crooks,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ncrooks.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Natacha_Crooks.jpg
David,Culler,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/culler.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/David_Culler.jpg
Trevor,Darrell,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/darrell.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Trevor_Darrell.jpg
James,Demmel,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/demmel.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/James_Demmel.jpg
John,DeNero,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/denero.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/John_DeNero.jpg
Anca,Dragan,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/anca.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Anca_Dragan.jpg
Prabal,Dutta,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/prabal.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Prabal_Dutta.jpg
Alexei,Efros,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/efros.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alexei_Efros.jpg
Laurent,Ghaoui,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/elghaoui.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Laurent_Ghaoui.jpg
Hany,Farid,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/hfarid.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Hany_Farid.jpg
Richard,Fateman,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/fateman.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Richard_Fateman.jpg
Ronald,Fearing,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/fearing.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ronald_Fearing.jpg
Jerome,Feldman,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/feldman.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jerome_Feldman.jpg
Domenico,Ferrari,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ferrari.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Domenico_Ferrari.jpg
Christopher,Fletcher,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/cwfletcher.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Christopher_Fletcher.jpg
Armando,Fox,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/fox.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Armando_Fox.jpg
Gerald,Friedland,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/friedland.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Gerald_Friedland.jpg
Robert,Full,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/rjfull.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Robert_Full.jpg
Jack,Gallant,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/gallant.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jack_Gallant.jpg
Dan,Garcia,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/garcia.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Dan_Garcia.jpg
Sanjam,Garg,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sanjam.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sanjam_Garg.jpg
Ali,Ghodsi,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/aligh.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ali_Ghodsi.jpg
Ken,Goldberg,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/goldberg.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ken_Goldberg.jpg
Shafi,Goldwasser,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/goldwasser.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Shafi_Goldwasser.jpg
Joseph,Gonzalez,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jegonzal.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Joseph_Gonzalez.jpg
Susan,Graham,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/graham-s.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Susan_Graham.jpg
Paul,Gray,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/gray.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Paul_Gray.jpg
Venkatesan,Guruswami,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/venkatg.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Venkatesan_Guruswami.jpg
T.,Gustafson,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/gustafson.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/T._Gustafson.jpg
Nika,Haghtalab,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/nika.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Nika_Haghtalab.jpg
Moritz,Hardt,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/mhardt.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Moritz_Hardt.jpg
Michael,Harrison,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/harrison.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Michael_Harrison.jpg
Björn,Hartmann,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/hartmann.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Björn_Hartmann.jpg
Brian,Harvey,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/harvey.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Brian_Harvey.jpg
Marti,Hearst,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/hearst.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Marti_Hearst.jpg
Joseph,Hellerstein,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/hellerstein.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Joseph_Hellerstein.jpg
Paul,Hilfinger,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/hilfinger.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Paul_Hilfinger.jpg
Chenming,Hu,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/hu.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Chenming_Hu.jpg
Joshua,Hug,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/joshhug.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Joshua_Hug.jpg
Christopher,Hunn,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/cthunn.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Christopher_Hunn.jpg
Nilah,Ioannidis,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/nilah.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Nilah_Ioannidis.jpg
Lakshya,Jain,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/lakshyajain.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Lakshya_Jain.jpg
Ali,Javey,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/javey.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ali_Javey.jpg
Jiantao,Jiao,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jiantao.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jiantao_Jiao.jpg
Michael,Jordan,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jordan.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Michael_Jordan.jpg
Anthony,Joseph,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/joseph.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Anthony_Joseph.jpg
William,Kahan,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/kahan.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/William_Kahan.jpg
Angjoo,Kanazawa,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/kanazawa.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Angjoo_Kanazawa.jpg
Boubacar,Kanté,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/bkante.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Boubacar_Kanté.jpg
Richard,Karp,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/karp.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Richard_Karp.jpg
Randy,Katz,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/katz.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Randy_Katz.jpg
Kurt,Keutzer,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/keutzer.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Kurt_Keutzer.jpg
Preeya,Khanna,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/pkhanna.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Preeya_Khanna.jpg
Tsu-Jae,Liu,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/king.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Tsu-Jae_Liu.jpg
Daniel,Klein,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/klein.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Daniel_Klein.jpg
John,Kubiatowicz,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/kubiatowicz.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/John_Kubiatowicz.jpg
Kam,Lau,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/lau.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Kam_Lau.jpg
Edward,Lee,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/lee.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Edward_Lee.jpg
Luke,Lee,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/lplee.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Luke_Lee.jpg
Sergey,Levine,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/svlevine.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sergey_Levine.jpg
Edwin,Lewis,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/lewis.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Edwin_Lewis.jpg
Michael,Lieberman,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/lieberman.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Michael_Lieberman.jpg
Jennifer,Listgarten,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/listgarten.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jennifer_Listgarten.jpg
Chunlei,Liu,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/chunleiliu.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Chunlei_Liu.jpg
Michael,Lustig,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/mlustig.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Michael_Lustig.jpg
Eric,Ma,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/eric-y-ma.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Eric_Ma.jpg
Yi,Ma,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yima.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Yi_Ma.jpg
Michel,Maharbiz,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/maharbiz.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Michel_Maharbiz.jpg
Jitendra,Malik,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/malik.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jitendra_Malik.jpg
David,Messerschmitt,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/messerschmitt.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/David_Messerschmitt.jpg
Robert,Meyer,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/meyer.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Robert_Meyer.jpg
Nelson,Morgan,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/morgan.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Nelson_Morgan.jpg
Richard,Muller,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/muller.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Richard_Muller.jpg
Rikky,Muller,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/rikky.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Rikky_Muller.jpg
Jelani,Nelson,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/minilek.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jelani_Nelson.jpg
Andrew,Neureuther,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/neureuther.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Andrew_Neureuther.jpg
Ren,Ng,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yirenng.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ren_Ng.jpg
Clark,Nguyen,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ctnguyen.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Clark_Nguyen.jpg
Ali,Niknejad,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/niknejad.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ali_Niknejad.jpg
Borivoje,Nikolic,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/nikolic.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Borivoje_Nikolic.jpg
Narges,Norouzi,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/norouzi.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Narges_Norouzi.jpg
James,O'Brien,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/obrien.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/James_O'Brien.jpg
William,Oldham,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/oldham.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/William_Oldham.jpg
Bruno,Olshausen,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/baolshausen.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Bruno_Olshausen.jpg
Christos,Papadimitriou,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/papadimitriou.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Christos_Papadimitriou.jpg
Aditya,Parameswaran,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/adityagp.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Aditya_Parameswaran.jpg
Shyam,Parekh,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/shyam.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Shyam_Parekh.jpg
Beresford,Parlett,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/parlett.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Beresford_Parlett.jpg
David,Patterson,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/patterson.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/David_Patterson.jpg
Eric,Paulos,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/paulos.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Eric_Paulos.jpg
