First Name,Last Name,Image,Truth
Bryan,Baker,../Photos/Bryan_Baker.jpg,White
Anthony,Banda,../Photos/Anthony_Banda.jpg,Other
Yan,Gomes,../Photos/Yan_Gomes.jpg,White
Wilmer,Flores,../Photos/Wilmer_Flores.jpg,Other
Brandon,Crawford,../Photos/Brandon_Crawford.jpg,White
Peyton,Burdick,../Photos/Peyton_Burdick.jpg,White
Gavin,Hollowell,../Photos/Gavin_Hollowell.jpg,White
Jonathan,Aranda,../Photos/Jonathan_Aranda.jpg,Other
Aaron,Judge,../Photos/Aaron_Judge.jpg,White
Miguel,Andujar,../Photos/Miguel_Andujar.jpg,Black
Alex,Dickerson,../Photos/Alex_Dickerson.jpg,White
Paul,Goldschmidt,../Photos/Paul_Goldschmidt.jpg,White
Will,Brennan,../Photos/Will_Brennan.jpg,White
Jhonathan,Diaz,../Photos/Jhonathan_Diaz.jpg,White
Carlos,Carrasco,../Photos/Carlos_Carrasco.jpg,Other
Mark,Canha,../Photos/Mark_Canha.jpg,White
Reed,Garrett,../Photos/Reed_Garrett.jpg,White
Jacob,Barnes,../Photos/Jacob_Barnes.jpg,White
Maikel,Garcia,../Photos/Maikel_Garcia.jpg,Black
Estevan,Florial,../Photos/Estevan_Florial.jpg,Black
Jose,Cuas,../Photos/Jose_Cuas.jpg,Black
Johnny,Cueto,../Photos/Johnny_Cueto.jpg,Black
Calvin,Faucher,../Photos/Calvin_Faucher.jpg,White
Oscar,Gonzalez,../Photos/Oscar_Gonzalez.jpg,Black
Lewis,Brinson,../Photos/Lewis_Brinson.jpg,Black
Anthony,Castro,../Photos/Anthony_Castro.jpg,Black
Tanner,Banks,../Photos/Tanner_Banks.jpg,White
Ozzie,Albies,../Photos/Ozzie_Albies.jpg,Black
Vladimir,Gutierrez,../Photos/Vladimir_Gutierrez.jpg,Black
Monte,Harrison,../Photos/Monte_Harrison.jpg,Black
Kervin,Castro,../Photos/Kervin_Castro.jpg,Other
Tyler,Alexander,../Photos/Tyler_Alexander.jpg,White
Nick,Castellanos,../Photos/Nick_Castellanos.jpg,White
Ernie,Clement,../Photos/Ernie_Clement.jpg,White
Cooper,Criswell,../Photos/Cooper_Criswell.jpg,White
Jake,Fishman,../Photos/Jake_Fishman.jpg,White
Michael,Grove,../Photos/Michael_Grove.jpg,White
Guillermo,Heredia,../Photos/Guillermo_Heredia.jpg,Black
Ryan,Feltner,../Photos/Ryan_Feltner.jpg,White
Nick,Gordon,../Photos/Nick_Gordon.jpg,Black
Brock,Burke,../Photos/Brock_Burke.jpg,White
Akil,Baddoo,../Photos/Akil_Baddoo.jpg,Black
Zac,Gallen,../Photos/Zac_Gallen.jpg,White
Javier,Assad,../Photos/Javier_Assad.jpg,Other
Joe,Dunand,../Photos/Joe_Dunand.jpg,White
Ryan,Jeffers,../Photos/Ryan_Jeffers.jpg,White
Andrew,Heaney,../Photos/Andrew_Heaney.jpg,White
Willy,Adames,../Photos/Willy_Adames.jpg,Other
Chris,Ellis,../Photos/Chris_Ellis.jpg,White
Andrew,Chafin,../Photos/Andrew_Chafin.jpg,White
Drew,Carlton,../Photos/Drew_Carlton.jpg,White
Dylan,Bundy,../Photos/Dylan_Bundy.jpg,White
Daniel,Hudson,../Photos/Daniel_Hudson.jpg,White
Adam,Duvall,../Photos/Adam_Duvall.jpg,White
Aaron,Hicks,../Photos/Aaron_Hicks.jpg,Black
Tyler,Heineman,../Photos/Tyler_Heineman.jpg,White
Joey,Bart,../Photos/Joey_Bart.jpg,White
Sam,Howard,../Photos/Sam_Howard.jpg,White
Joe,Kelly,../Photos/Joe_Kelly.jpg,White
Cooper,Hummel,../Photos/Cooper_Hummel.jpg,White
Gabriel,Arias,../Photos/Gabriel_Arias.jpg,Other
Kris,Bryant,../Photos/Kris_Bryant.jpg,White
Nabil,Crismatt,../Photos/Nabil_Crismatt.jpg,Other
Eddy,Alvarez,../Photos/Eddy_Alvarez.jpg,Other
Nick,Fortes,../Photos/Nick_Fortes.jpg,White
J.P.,Feyereisen,../Photos/J.P._Feyereisen.jpg,White
Lorenzo,Cain,../Photos/Lorenzo_Cain.jpg,Black
Clint,Frazier,../Photos/Clint_Frazier.jpg,White
Scott,Effross,../Photos/Scott_Effross.jpg,White
Kyle,Barraclough,../Photos/Kyle_Barraclough.jpg,White
James,Kaprielian,../Photos/James_Kaprielian.jpg,White
Charlie,Blackmon,../Photos/Charlie_Blackmon.jpg,White
Shawn,Armstrong,../Photos/Shawn_Armstrong.jpg,White
Sam,Hilliard,../Photos/Sam_Hilliard.jpg,White
Oneil,Cruz,../Photos/Oneil_Cruz.jpg,Black
Maikel,Franco,../Photos/Maikel_Franco.jpg,Black
JT,Brubaker,../Photos/JT_Brubaker.jpg,White
Brendon,Davis,../Photos/Brendon_Davis.jpg,Black
Vaughn,Grissom,../Photos/Vaughn_Grissom.jpg,Other
Brian,Anderson,../Photos/Brian_Anderson.jpg,White
Chad,Green,../Photos/Chad_Green.jpg,White
Brandon,Dixon,../Photos/Brandon_Dixon.jpg,White
Orlando,Arcia,../Photos/Orlando_Arcia.jpg,Other
Tanner,Houck,../Photos/Tanner_Houck.jpg,White
Matt,Gage,../Photos/Matt_Gage.jpg,White
Tommy,Henry,../Photos/Tommy_Henry.jpg,White
Kyle,Garlick,../Photos/Kyle_Garlick.jpg,White
Bobby,Bradley,../Photos/Bobby_Bradley.jpg,Black
Nick,Duron,../Photos/Nick_Duron.jpg,White
Max,Castillo,../Photos/Max_Castillo.jpg,Other
Hunter,Greene,../Photos/Hunter_Greene.jpg,Black
Logan,Allen,../Photos/Logan_Allen.jpg,White
Dakota,Hudson,../Photos/Dakota_Hudson.jpg,White
Anthony,Alford,../Photos/Anthony_Alford.jpg,Black
Yency,Almonte,../Photos/Yency_Almonte.jpg,Black
Keegan,Akin,../Photos/Keegan_Akin.jpg,White
Austin,Allen,../Photos/Austin_Allen.jpg,White
Alex,Call,../Photos/Alex_Call.jpg,White
Jake,Hager,../Photos/Jake_Hager.jpg,White
Alec,Bohm,../Photos/Alec_Bohm.jpg,White
Bailey,Falter,../Photos/Bailey_Falter.jpg,White
Thairo,Estrada,../Photos/Thairo_Estrada.jpg,Other
TJ,Friedl,../Photos/TJ_Friedl.jpg,White
Matt,Foster,../Photos/Matt_Foster.jpg,White
Hunter,Gaddis,../Photos/Hunter_Gaddis.jpg,White
Randal,Grichuk,../Photos/Randal_Grichuk.jpg,White
William,Contreras,../Photos/William_Contreras.jpg,Other
Mitch,Keller,../Photos/Mitch_Keller.jpg,White
Travis,Demeritte,../Photos/Travis_Demeritte.jpg,Black
Willson,Contreras,../Photos/Willson_Contreras.jpg,Other
Eric,Haase,../Photos/Eric_Haase.jpg,White
Raynel,Espinal,../Photos/Raynel_Espinal.jpg,Other
Adam,Frazier,../Photos/Adam_Frazier.jpg,White
Aramis,Garcia,../Photos/Aramis_Garcia.jpg,Other
Mike,Clevinger,../Photos/Mike_Clevinger.jpg,White
Shane,Baz,../Photos/Shane_Baz.jpg,White
Jonah,Heim,../Photos/Jonah_Heim.jpg,White
Jeff,Brigham,../Photos/Jeff_Brigham.jpg,White
Heath,Hembree,../Photos/Heath_Hembree.jpg,White
Pete,Alonso,../Photos/Pete_Alonso.jpg,White
Drew,Hutchison,../Photos/Drew_Hutchison.jpg,White
Kohei,Arihara,../Photos/Kohei_Arihara.jpg,Asian
Eduard,Bazardo,../Photos/Eduard_Bazardo.jpg,Black
Xzavion,Curry,../Photos/Xzavion_Curry.jpg,Black
Aristides,Aquino,../Photos/Aristides_Aquino.jpg,Black
Reid,Detmers,../Photos/Reid_Detmers.jpg,White
Sam,Coonrod,../Photos/Sam_Coonrod.jpg,White
Pedro,Avila,../Photos/Pedro_Avila.jpg,Other
Luke,Barker,../Photos/Luke_Barker.jpg,White
Emmanuel,Clase,../Photos/Emmanuel_Clase.jpg,Black
Yainer,Diaz,../Photos/Yainer_Diaz.jpg,Other
Luis,Cessa,../Photos/Luis_Cessa.jpg,Other
Yasmani,Grandal,../Photos/Yasmani_Grandal.jpg,White
Christian,Arroyo,../Photos/Christian_Arroyo.jpg,White
Charlie,Culberson,../Photos/Charlie_Culberson.jpg,White
Ian,Anderson,../Photos/Ian_Anderson.jpg,White
Luis,Guillorme,../Photos/Luis_Guillorme.jpg,Other
Nolan,Jones,../Photos/Nolan_Jones.jpg,White
Christian,Bethancourt,../Photos/Christian_Bethancourt.jpg,Black
Alex,Claudio,../Photos/Alex_Claudio.jpg,White
Alec,Burleson,../Photos/Alec_Burleson.jpg,White
Cody,Bellinger,../Photos/Cody_Bellinger.jpg,White
Bryan,Hoeing,../Photos/Bryan_Hoeing.jpg,White
Jason,Alexander,../Photos/Jason_Alexander.jpg,White
Daniel,Bard,../Photos/Daniel_Bard.jpg,White
A.J.,Alexy,../Photos/A.J._Alexy.jpg,White
Ender,Inciarte,../Photos/Ender_Inciarte.jpg,White
Jake,Cronenworth,../Photos/Jake_Cronenworth.jpg,White
Yonny,Chirinos,../Photos/Yonny_Chirinos.jpg,Other
Jalen,Beeks,../Photos/Jalen_Beeks.jpg,White
Chase,Anderson,../Photos/Chase_Anderson.jpg,White
Carlos,Correa,../Photos/Carlos_Correa.jpg,Other
Kyle,Dowdy,../Photos/Kyle_Dowdy.jpg,White
Nate,Eaton,../Photos/Nate_Eaton.jpg,White
Humberto,Castellanos,../Photos/Humberto_Castellanos.jpg,Other
Nolan,Gorman,../Photos/Nolan_Gorman.jpg,White
David,Bednar,../Photos/David_Bednar.jpg,White
Austin,Brice,../Photos/Austin_Brice.jpg,White
Kody,Clemens,../Photos/Kody_Clemens.jpg,White
Garrett,Hill,../Photos/Garrett_Hill.jpg,White
Brett,Baty,../Photos/Brett_Baty.jpg,White
Jhoan,Duran,../Photos/Jhoan_Duran.jpg,Other
Jon,Gray,../Photos/Jon_Gray.jpg,White
Braxton,Garrett,../Photos/Braxton_Garrett.jpg,White
Hunter,Brown,../Photos/Hunter_Brown.jpg,White
Zach,Eflin,../Photos/Zach_Eflin.jpg,White
Roansy,Contreras,../Photos/Roansy_Contreras.jpg,Black
Dalton,Guthrie,../Photos/Dalton_Guthrie.jpg,Other
Kendall,Graveman,../Photos/Kendall_Graveman.jpg,White
David,Hensley,../Photos/David_Hensley.jpg,White
Daniel,Duarte,../Photos/Daniel_Duarte.jpg,Other
Kyle,Bradish,../Photos/Kyle_Bradish.jpg,White
Madison,Bumgarner,../Photos/Madison_Bumgarner.jpg,White
Luis,Arraez,../Photos/Luis_Arraez.jpg,Other
Robbie,Grossman,../Photos/Robbie_Grossman.jpg,White
Triston,Casas,../Photos/Triston_Casas.jpg,Other
Sam,Haggerty,../Photos/Sam_Haggerty.jpg,White
Adrian,Houser,../Photos/Adrian_Houser.jpg,White
Robert,Gsellman,../Photos/Robert_Gsellman.jpg,White
Mike,Ford,../Photos/Mike_Ford.jpg,White
Michael,Brantley,../Photos/Michael_Brantley.jpg,Other
Tim,Hill,../Photos/Tim_Hill.jpg,White
Yordan,Alvarez,../Photos/Yordan_Alvarez.jpg,Black
Alex,Bregman,../Photos/Alex_Bregman.jpg,White
Ian,Happ,../Photos/Ian_Happ.jpg,White
Franklin,German,../Photos/Franklin_German.jpg,White
Anthony,Bemboom,../Photos/Anthony_Bemboom.jpg,White
Trevor,Gott,../Photos/Trevor_Gott.jpg,White
Kyle,Finnegan,../Photos/Kyle_Finnegan.jpg,White
Josh,Harrison,../Photos/Josh_Harrison.jpg,Black
Brandon,Bielak,../Photos/Brandon_Bielak.jpg,White
Oswaldo,Cabrera,../Photos/Oswaldo_Cabrera.jpg,Other
Nico,Hoerner,../Photos/Nico_Hoerner.jpg,White
Austin,Davis,../Photos/Austin_Davis.jpg,White
Aaron,Ashby,../Photos/Aaron_Ashby.jpg,White
Kyle,Higashioka,../Photos/Kyle_Higashioka.jpg,White
Marco,Gonzales,../Photos/Marco_Gonzales.jpg,Other
Joey,Gallo,../Photos/Joey_Gallo.jpg,White
Tyler,Danish,../Photos/Tyler_Danish.jpg,White
Terrance,Gore,../Photos/Terrance_Gore.jpg,Black
Garrett,Cleavinger,../Photos/Garrett_Cleavinger.jpg,White
Michel,Baez,../Photos/Michel_Baez.jpg,Other
MacKenzie,Gore,../Photos/MacKenzie_Gore.jpg,White
Mychal,Givens,../Photos/Mychal_Givens.jpg,Black
Ryan,Helsley,../Photos/Ryan_Helsley.jpg,White
Tommy,Hunter,../Photos/Tommy_Hunter.jpg,White
Ryan,Borucki,../Photos/Ryan_Borucki.jpg,White
James,Karinchak,../Photos/James_Karinchak.jpg,White
Payton,Henry,../Photos/Payton_Henry.jpg,White
Corey,Dickerson,../Photos/Corey_Dickerson.jpg,White
Logan,Gillaspie,../Photos/Logan_Gillaspie.jpg,White
JJ,Bleday,../Photos/JJ_Bleday.jpg,White
Ronel,Blanco,../Photos/Ronel_Blanco.jpg,Black
Lucas,Giolito,../Photos/Lucas_Giolito.jpg,White
Ezequiel,Duran,../Photos/Ezequiel_Duran.jpg,Black
Seth,Brown,../Photos/Seth_Brown.jpg,White
J.P.,Crawford,../Photos/J.P._Crawford.jpg,Black
Colin,Holderman,../Photos/Colin_Holderman.jpg,White
Jarren,Duran,../Photos/Jarren_Duran.jpg,White
Giovanny,Gallegos,../Photos/Giovanny_Gallegos.jpg,Other
Bowden,Francis,../Photos/Bowden_Francis.jpg,White
Albert,Abreu,../Photos/Albert_Abreu.jpg,Other
Drew,Jackson,../Photos/Drew_Jackson.jpg,White
Sam,Clay,../Photos/Sam_Clay.jpg,White
Riley,Adams,../Photos/Riley_Adams.jpg,White
Brad,Keller,../Photos/Brad_Keller.jpg,White
David,Fletcher,../Photos/David_Fletcher.jpg,White
Jorge,Alcala,../Photos/Jorge_Alcala.jpg,Black
Scott,Alexander,../Photos/Scott_Alexander.jpg,White
Harrison,Bader,../Photos/Harrison_Bader.jpg,White
Matt,Festa,../Photos/Matt_Festa.jpg,White
Greg,Allen,../Photos/Greg_Allen.jpg,Black
Zach,Davies,../Photos/Zach_Davies.jpg,White
Didi,Gregorius,../Photos/Didi_Gregorius.jpg,Black
Seiya,Suzuki,../Photos/Seiya_Suzuki.jpg,Asian
David,Bote,../Photos/David_Bote.jpg,White
Tyler,Duffey,../Photos/Tyler_Duffey.jpg,White
Willi,Castro,../Photos/Willi_Castro.jpg,Other
Spencer,Howard,../Photos/Spencer_Howard.jpg,White
Cam,Gallagher,../Photos/Cam_Gallagher.jpg,White
Edward,Cabrera,../Photos/Edward_Cabrera.jpg,Black
Graham,Ashcraft,../Photos/Graham_Ashcraft.jpg,White
Dairon,Blanco,../Photos/Dairon_Blanco.jpg,Black
Jandel,Gustave,../Photos/Jandel_Gustave.jpg,Black
Cole,Irvin,../Photos/Cole_Irvin.jpg,White
Jordan,Hicks,../Photos/Jordan_Hicks.jpg,Black
Travis,Jankowski,../Photos/Travis_Jankowski.jpg,White
Jaylin,Davis,../Photos/Jaylin_Davis.jpg,Black
Darick,Hall,../Photos/Darick_Hall.jpg,White
Kyle,Hendricks,../Photos/Kyle_Hendricks.jpg,White
Chris,Bassitt,../Photos/Chris_Bassitt.jpg,White
Kenley,Jansen,../Photos/Kenley_Jansen.jpg,Black
Dylan,Floro,../Photos/Dylan_Floro.jpg,White
Vinny,Capra,../Photos/Vinny_Capra.jpg,White
Brad,Boxberger,../Photos/Brad_Boxberger.jpg,White
Stuart,Fairchild,../Photos/Stuart_Fairchild.jpg,Asian
Nelson,Cruz,../Photos/Nelson_Cruz.jpg,Other
Pierce,Johnson,../Photos/Pierce_Johnson.jpg,White
Franchy,Cordero,../Photos/Franchy_Cordero.jpg,Black
Tucker,Barnhart,../Photos/Tucker_Barnhart.jpg,White
Sean,Doolittle,../Photos/Sean_Doolittle.jpg,White
Kevin,Ginkel,../Photos/Kevin_Ginkel.jpg,White
Jonathan,Heasley,../Photos/Jonathan_Heasley.jpg,White
Taylor,Jones,../Photos/Taylor_Jones.jpg,Other
Austin,Hedges,../Photos/Austin_Hedges.jpg,White
Rich,Hill,../Photos/Rich_Hill.jpg,White
Kevin,Gausman,../Photos/Kevin_Gausman.jpg,White
Robert,Dugger,../Photos/Robert_Dugger.jpg,White
Anthony,Gose,../Photos/Anthony_Gose.jpg,Other
Tommy,Kahnle,../Photos/Tommy_Kahnle.jpg,White
Dylan,Cease,../Photos/Dylan_Cease.jpg,White
Tyler,Beede,../Photos/Tyler_Beede.jpg,White
Mike,Baumann,../Photos/Mike_Baumann.jpg,White
Robinson,Chirinos,../Photos/Robinson_Chirinos.jpg,Other
Jimmy,Herget,../Photos/Jimmy_Herget.jpg,White
Kyle,Gibson,../Photos/Kyle_Gibson.jpg,White
Jakob,Junis,../Photos/Jakob_Junis.jpg,White
Jordan,Holloway,../Photos/Jordan_Holloway.jpg,White
Jason,Delay,../Photos/Jason_Delay.jpg,White
Alex,Cobb,../Photos/Alex_Cobb.jpg,White
Paul,DeJong,../Photos/Paul_DeJong.jpg,White
John,Brebbia,../Photos/John_Brebbia.jpg,White
Logan,Gilbert,../Photos/Logan_Gilbert.jpg,White
Stone,Garrett,../Photos/Stone_Garrett.jpg,Black
Aaron,Brooks,../Photos/Aaron_Brooks.jpg,White
Jose,Altuve,../Photos/Jose_Altuve.jpg,White
Drew,Ellis,../Photos/Drew_Ellis.jpg,White
Kerry,Carpenter,../Photos/Kerry_Carpenter.jpg,White
Anthony,Bass,../Photos/Anthony_Bass.jpg,White
Jeremy,Beasley,../Photos/Jeremy_Beasley.jpg,White
Derek,Hill,../Photos/Derek_Hill.jpg,Black
Adam,Cimber,../Photos/Adam_Cimber.jpg,White
Buck,Farmer,../Photos/Buck_Farmer.jpg,White
Tyler,Clippard,../Photos/Tyler_Clippard.jpg,White
CJ,Abrams,../Photos/CJ_Abrams.jpg,Black
Austin,Gomber,../Photos/Austin_Gomber.jpg,White
Jose,Barrero,../Photos/Jose_Barrero.jpg,Black
Ross,Detwiler,../Photos/Ross_Detwiler.jpg,White
Nestor,Cortes,../Photos/Nestor_Cortes.jpg,Other
Michael,Fulmer,../Photos/Michael_Fulmer.jpg,White
Corbin,Burnes,../Photos/Corbin_Burnes.jpg,White
Luis,Garcia,../Photos/Luis_Garcia.jpg,Other
Daz,Cameron,../Photos/Daz_Cameron.jpg,Black
Luis,Gil,../Photos/Luis_Gil.jpg,Other
Hunter,Dozier,../Photos/Hunter_Dozier.jpg,White
Shane,Bieber,../Photos/Shane_Bieber.jpg,White
Josiah,Gray,../Photos/Josiah_Gray.jpg,Black
Jordan,Groshans,../Photos/Jordan_Groshans.jpg,White
Brusdar,Graterol,../Photos/Brusdar_Graterol.jpg,Other
Josh,Bell,../Photos/Josh_Bell.jpg,Black
JT,Chargois,../Photos/JT_Chargois.jpg,White
Rhys,Hoskins,../Photos/Rhys_Hoskins.jpg,White
Patrick,Corbin,../Photos/Patrick_Corbin.jpg,White
Rico,Garcia,../Photos/Rico_Garcia.jpg,Other
Brandon,Belt,../Photos/Brandon_Belt.jpg,White
Jeff,Hoffman,../Photos/Jeff_Hoffman.jpg,White
Santiago,Espinal,../Photos/Santiago_Espinal.jpg,Other
Garrett,Cooper,../Photos/Garrett_Cooper.jpg,White
Steven,Brault,../Photos/Steven_Brault.jpg,White
Zack,Britton,../Photos/Zack_Britton.jpg,White
Jake,Brentz,../Photos/Jake_Brentz.jpg,White
Gerrit,Cole,../Photos/Gerrit_Cole.jpg,White
Luke,Farrell,../Photos/Luke_Farrell.jpg,White
Foster,Griffin,../Photos/Foster_Griffin.jpg,White
Conner,Capel,../Photos/Conner_Capel.jpg,White
Jake,Cousins,../Photos/Jake_Cousins.jpg,White
Abraham,Almonte,../Photos/Abraham_Almonte.jpg,Black
Marwin,Gonzalez,../Photos/Marwin_Gonzalez.jpg,Other
Kyle,Freeland,../Photos/Kyle_Freeland.jpg,White
Ke'Bryan,Hayes,../Photos/Ke'Bryan_Hayes.jpg,Black
Drey,Jameson,../Photos/Drey_Jameson.jpg,White
Corbin,Carroll,../Photos/Corbin_Carroll.jpg,White
Michael,Hermosillo,../Photos/Michael_Hermosillo.jpg,Other
Shaun,Anderson,../Photos/Shaun_Anderson.jpg,White
Tyler,Gilbert,../Photos/Tyler_Gilbert.jpg,White
Jesus,Cruz,../Photos/Jesus_Cruz.jpg,Other
Diego,Castillo,../Photos/Diego_Castillo.jpg,Black
Diego,Castillo,../Photos/Diego_Castillo.jpg,Black
Tim,Beckham,../Photos/Tim_Beckham.jpg,Black
Daulton,Jefferies,../Photos/Daulton_Jefferies.jpg,White
Garrett,Hampson,../Photos/Garrett_Hampson.jpg,White
Ty,Blach,../Photos/Ty_Blach.jpg,White
Michael,Chavis,../Photos/Michael_Chavis.jpg,White
Huascar,Brazoban,../Photos/Huascar_Brazoban.jpg,Black
Greg,Holland,../Photos/Greg_Holland.jpg,White
Nick,Ahmed,../Photos/Nick_Ahmed.jpg,White
Travis,d'Arnaud,../Photos/Travis_d'Arnaud.jpg,White
Hunter,Harvey,../Photos/Hunter_Harvey.jpg,White
