First Name,Last Name,White,Black,Asian,Other,Prediction,Confidence,Ground_Truth
Drew,Hutchison,0.996776402,3.98e-07,5.22e-06,0.000468432,White,0.996776402,White
Drew,Jackson,0.998908758,5.58e-08,6.1e-07,6.89e-05,White,0.998908758,White
Drey,Jameson,0.984719157,3.84e-06,6.84e-05,0.002274463,White,0.984719157,White
Dustin,Garneau,0.973164856,9.45e-06,1.71e-05,0.010311962,White,0.973164856,White
Dylan,Bundy,0.99964416,9.44e-08,1.95e-07,3.94e-05,White,0.99964416,White
Dylan,Carlson,0.213829622,0.001061156,0.002199798,0.002252965,Other,0.770889878,White
Dylan,Cease,0.233940393,0.000144422,2.72e-05,0.076506026,Other,0.663946569,White
Dylan,Coleman,0.973086178,6.19e-06,1.59e-05,0.011241565,White,0.973086178,White
Dylan,Floro,0.998412848,1.02e-07,1.35e-06,0.000298027,White,0.998412848,White
Eddy,Alvarez,0.635978281,0.000691426,0.001500895,0.004415686,White,0.635978281,Other
Eduard,Bazardo,0.000572103,0.549865663,0.007480841,0.000199726,Black,0.549865663,Black
Eduardo,Escobar,0.000691083,0.732672155,0.001042714,0.000349642,Black,0.732672155,Black
Edward,Cabrera,5.92e-05,0.981921554,4.09e-05,3.81e-05,Black,0.981921554,Black
Ehire,Adrianza,0.00959986,0.026731577,0.006423123,0.000462339,Other,0.895671546,Other
Elier,Hernandez,1.17e-06,0.998438776,8.72e-06,8.17e-07,Black,0.998438776,Black
Elvis,Andrus,6.3e-05,0.989993989,3.16e-05,1.81e-05,Black,0.989993989,Black
Emmanuel,Clase,0.006957147,0.251289248,0.001544244,0.000395947,Other,0.514040768,Black
Ender,Inciarte,0.985232592,1.33e-05,4.7e-05,0.001036469,White,0.985232592,White
Eric,Haase,0.504152894,5.29e-07,4.69e-06,0.005304543,White,0.504152894,White
Eric,Hosmer,0.147421524,5.65e-05,0.000303432,0.000668509,Other,0.847713828,White
Erick,Fedde,0.999183357,7.88e-07,2.12e-06,0.000367493,White,0.999183357,White
Ernie,Clement,0.790284693,4.92e-05,0.000113532,0.060181256,White,0.790284693,White
Estevan,Florial,7.36e-07,0.999738753,6.81e-06,1.31e-06,Black,0.999738753,Black
Ezequiel,Duran,0.002032352,0.60792315,0.000411639,0.000366799,Black,0.60792315,Black
Fernando,Cruz,0.015691712,0.096911527,0.00028312,0.000597247,Other,0.850960016,Other
Foster,Griffin,0.939485133,6.33e-05,4.21e-05,0.020978721,White,0.939485133,White
Franchy,Cordero,0.000953062,0.788794339,0.002998689,0.000150031,Black,0.788794339,Black
Franklin,German,0.294965982,0.001075824,0.000924416,0.040374022,Other,0.656773806,White
Freddie,Freeman,0.998595536,5.58e-07,9.99e-06,0.000236885,White,0.998595536,White
Freddy,Fermin,0.025840931,9.85e-05,9.87e-05,5.05e-05,Asian,0.69516784,White
Gabriel,Arias,0.006071905,0.042323716,0.000942629,0.000794001,Other,0.920736074,Other
Garrett,Cleavinger,0.916857898,1.22e-05,6.14e-05,0.007678137,White,0.916857898,White
Garrett,Cooper,0.998500586,2.41e-07,5.4e-06,5.12e-05,White,0.998500586,White
Garrett,Hampson,0.97600162,2.35e-06,0.000103945,0.008055673,White,0.97600162,White
Garrett,Hill,0.999321103,2.66e-08,6.55e-07,0.000115456,White,0.999321103,White
Gavin,Hollowell,0.989484012,6.54e-06,2.4e-05,0.002312685,White,0.989484012,White
Gerrit,Cole,0.998666883,2.79e-07,8e-06,0.00052751,White,0.998666883,White
Gilberto,Celestino,0.006627862,0.594000399,0.000110447,0.005958854,Black,0.594000399,Other
Giovanny,Gallegos,0.319707364,0.000794044,0.000510336,0.004507483,Other,0.652567565,Other
Gosuke,Katoh,0.000618013,0.000110907,7.74e-05,2.95e-06,Asian,0.68966347,Asian
Graham,Ashcraft,0.958613694,8.57e-06,1.31e-05,0.017726669,White,0.958613694,White
Grayson,Greiner,0.999871254,2.95e-08,3.41e-07,1.28e-05,White,0.999871254,White
Greg,Allen,1.83e-06,0.999347866,4.45e-06,4.45e-07,Black,0.999347866,Black
Greg,Holland,0.968810797,3.01e-06,3.08e-05,0.00124998,White,0.968810797,White
Griffin,Jax,0.746245921,3.05e-05,0.000453915,0.006555113,White,0.746245921,White
Guillermo,Heredia,4.77e-07,0.999883533,5.91e-07,2.98e-07,Black,0.999883533,Black
Gunnar,Henderson,0.999438941,2.16e-07,1.24e-06,9.49e-05,White,0.999438941,White
Hanser,Alberto,1.34e-05,0.998429239,1.51e-06,4.21e-06,Black,0.998429239,Black
Harold,Castro,0.046900116,0.002150313,0.013230658,0.006564737,Other,0.528871417,Other
Harrison,Bader,0.999917507,2.56e-08,2.72e-07,2.87e-05,White,0.999917507,White
Heath,Hembree,0.986480534,3.1e-06,3.44e-05,0.002007527,White,0.986480534,White
Huascar,Brazoban,6.65e-08,0.99990046,1.38e-06,9.05e-08,Black,0.99990046,Black
Humberto,Castellanos,0.21781601,0.001692594,0.000999527,0.119178779,Other,0.655276358,Other
Hunter,Brown,0.993794203,1.09e-06,3.22e-05,0.001045796,White,0.993794203,White
Hunter,Dozier,0.999604166,1.94e-07,1.1e-06,9.91e-05,White,0.999604166,White
Hunter,Gaddis,0.812701404,0.000600863,0.0011647,0.023404252,White,0.812701404,White
Hunter,Greene,1.9e-06,0.999777496,3.61e-06,6.38e-07,Black,0.999777496,Black
Hunter,Harvey,0.975676298,2.94e-06,5.53e-05,0.008455039,White,0.975676298,White
Ian,Anderson,0.959012628,5.94e-06,0.000129128,0.012507328,White,0.959012628,White
Ian,Gibaut,0.932014763,1.35e-05,0.000249022,0.015562641,White,0.932014763,White
Ian,Hamilton,0.978026867,1.22e-05,2.8e-05,0.004416169,White,0.978026867,White
Ian,Happ,0.99881953,1.91e-06,1.32e-06,0.000323604,White,0.99881953,White
J.D.,Davis,0.996605396,3.65e-06,1.72e-06,0.001472571,White,0.996605396,White
J.P.,Crawford,0.006290677,0.058512758,0.012394471,0.000407042,Other,0.60449326,Black
J.P.,Feyereisen,0.444333434,0.000354135,0.00017551,0.021553829,Other,0.489712983,White
Jack,Flaherty,0.415873945,0.002057911,0.000471369,0.028742725,Other,0.546232998,White
Jacob,Barnes,0.428571552,0.000191237,0.000851633,0.018331619,Other,0.512468994,White
Jacob,deGrom,0.999140382,4.24e-07,1.27e-06,0.000329499,White,0.999140382,White
Jake,Bird,0.947052896,2.44e-07,1.25e-06,0.000497287,White,0.947052896,White
Jake,Brentz,0.961719275,8.37e-05,3.11e-05,0.014902432,White,0.961719275,White
Jake,Burger,0.999127924,2.46e-07,1.31e-06,0.000123289,White,0.999127924,White
Jake,Cave,0.998888791,1.76e-07,7.4e-06,0.000407405,White,0.998888791,White
Jake,Cousins,0.914538383,4.43e-06,4.92e-05,0.00447708,White,0.914538383,White
Jake,Cronenworth,0.999837279,2.88e-07,5.7e-07,1.03e-05,White,0.999837279,White
Jake,Diekman,0.998148799,1.38e-07,2.78e-06,0.000281662,White,0.998148799,White
Jake,Fishman,0.976499021,5.2e-06,8.88e-06,0.002272966,White,0.976499021,White
Jake,Fraley,0.999839187,6.6e-07,6.72e-07,7.05e-05,White,0.999839187,White
Jake,Hager,0.995110691,1.42e-06,1.6e-05,0.001256664,White,0.995110691,White
Jakob,Junis,0.603836358,0.000145704,0.000423884,0.002779389,White,0.603836358,White
Jalen,Beeks,0.833881259,1.18e-05,1.97e-05,0.035022415,White,0.833881259,White
James,Kaprielian,0.971801579,1.26e-05,1.71e-05,0.003708692,White,0.971801579,White
James,Karinchak,0.962789536,5.85e-06,9.19e-05,0.001769648,White,0.962789536,White
Jandel,Gustave,0.002267965,0.862603962,0.001155192,0.00176095,Black,0.862603962,Black
Janson,Junk,0.9987638,9.32e-08,8.29e-07,0.000320354,White,0.9987638,White
Jarred,Kelenic,0.998183429,1.61e-06,1.34e-05,0.000679217,White,0.998183429,White
Jarren,Duran,0.98980999,2.85e-06,1.37e-05,0.002048314,White,0.98980999,White
Jason,Adam,0.986364722,3.14e-06,7.38e-06,0.005306664,White,0.986364722,White
Jason,Alexander,0.763471663,5.25e-05,9.54e-05,0.060046207,White,0.763471663,White
Jason,Castro,0.727997839,3.02e-05,0.000110209,0.072144769,White,0.727997839,White
Jason,Delay,0.990790963,1.8e-06,2.32e-05,0.002800185,White,0.990790963,White
Jason,Foley,0.994210839,5.07e-07,1.36e-06,0.000301843,White,0.994210839,White
Jason,Heyward,4.25e-06,0.999093652,2.6e-06,1.11e-06,Black,0.999093652,Black
Javier,Assad,0.175476596,3.77e-05,0.000661817,0.000112938,Other,0.714484632,Other
Javy,Guerra,0.122173041,0.001994121,0.004231956,0.007096117,Other,0.842998326,Other
Jay,Jackson,4.72e-05,0.946494639,0.001181158,9.19e-05,Black,0.946494639,Black
Jaylin,Davis,3.76e-05,0.997993588,2.9e-05,1.33e-06,Black,0.997993588,Black
Jeff,Brigham,0.997157216,3.08e-06,6.36e-06,0.000765469,White,0.997157216,White
Jeff,Hoffman,0.828422666,6.83e-06,0.000153015,0.040291127,White,0.828422666,White
Jeimer,Candelario,0.004744938,0.152566597,0.008436008,0.007916667,Other,0.348612338,Other
Jerad,Eickhoff,0.840179861,0.000290426,0.000522765,0.009412202,White,0.840179861,White
Jeremiah,Estrada,0.013526385,0.038599748,0.004354828,0.000933282,Other,0.882013857,Other
Jeremy,Beasley,0.911210954,0.000439536,0.000709442,0.004012109,White,0.911210954,White
Jesse,Chavez,0.45203203,0.000404906,0.00375826,0.010365155,Other,0.490748405,Other
Jesus,Cruz,0.006173391,0.001363141,0.004060048,8.5e-05,Asian,0.820266008,Other
Jeter,Downs,3.61e-05,0.98055011,0.000129799,7.41e-06,Black,0.98055011,Black
Jeurys,Familia,0.006066837,0.496660501,0.020745672,0.004913363,Black,0.496660501,Black
Jharel,Cotton,2e-07,0.999709308,2.97e-07,3.35e-08,Black,0.999709308,Black
Jhoan,Duran,0.011323087,0.016409682,0.000277807,0.000949393,Other,0.931659997,Other
Jhonathan,Diaz,0.636103511,0.000351279,4.21e-05,0.011344129,White,0.636103511,White
Ji,Hwan Bae,0.000317999,4.68e-06,2.45e-05,9.08e-07,Asian,0.945618451,Asian
Ji,Man Choi,9.59e-05,8.6e-07,1.05e-05,5.87e-07,Asian,0.969873309,Asian
Jimmy,Herget,0.911939025,3.88e-05,0.001048948,0.037835002,White,0.911939025,White
JJ,Bleday,0.769277453,4.67e-05,0.000295726,0.044253767,White,0.769277453,White
Jo,Adell,2.44e-05,0.995271504,6.33e-05,8.4e-06,Black,0.995271504,Black
Joan,Adon,8.57e-05,0.987905622,0.000272741,0.000163971,Black,0.987905622,Black
Joe,Barlow,0.997881234,1.16e-07,1.74e-06,0.000229376,White,0.997881234,White
Joe,Dunand,0.007375088,0.027115168,0.005964281,0.000454791,Asian,0.661630988,White
Joe,Kelly,0.963779747,4.37e-05,0.000129497,0.010280753,White,0.963779747,White
Joey,Bart,0.995437443,6.73e-07,1.02e-05,0.00162867,White,0.995437443,White
Joey,Gallo,0.938951135,2.53e-07,1.19e-06,0.001211663,White,0.938951135,White
Johan,Camargo,0.027885808,0.116884708,0.004350171,0.001170759,Other,0.828019202,Other
John,Brebbia,0.999987602,4.87e-08,1.74e-07,5.05e-06,White,0.999987602,White
Johnny,Cueto,3.93e-06,0.999703109,4.09e-06,4.57e-06,Black,0.999703109,Black
Jon,Berti,0.91345787,4.35e-05,9.6e-06,0.008634117,White,0.91345787,White
Jon,Gray,0.999872804,2.41e-07,3.67e-07,5.69e-05,White,0.999872804,White
Jonah,Bride,0.969596684,6.48e-06,9.5e-06,0.009926122,White,0.969596684,White
Jonah,Heim,0.993911266,1.74e-06,3.73e-06,0.00171558,White,0.993911266,White
Jonathan,Aranda,0.338772804,0.000248272,0.000204558,0.094509594,Other,0.543595254,Other
Jonathan,Davis,1.6e-07,0.999984384,3.84e-07,1.79e-07,Black,0.999984384,Black
Jonathan,Heasley,0.998986423,4.86e-07,6.6e-07,0.000247134,White,0.998986423,White
Jonathan,India,0.766028941,5.06e-05,4.53e-05,0.090804748,White,0.766028941,White
Jordan,Diaz,0.064658009,0.001515743,0.007704241,0.003479818,Other,0.714109123,Other
Jordan,Groshans,0.994538844,9.55e-07,6.54e-06,0.00082639,White,0.994538844,White
Jordan,Hicks,0.049964674,0.013487718,0.003917687,0.001561529,Other,0.883032858,Black
Jordan,Holloway,0.971519887,1.52e-06,2.39e-05,0.003267149,White,0.971519887,White
Jorge,Alcala,0.000512824,0.864642382,0.000614777,8.86e-05,Black,0.864642382,Black
Jorge,Alfaro,0.070574671,0.000286515,0.002827413,0.000947852,Other,0.90783155,Other
Jose,Altuve,0.366253883,0.002964821,0.00665247,0.028001498,White,0.366253883,White
