First Name,Last Name,First Pred,Second Pred,First Prob.,Second Prob.,Actual
Nicolas,Cage,Black,White,0.6739678081135911,0.9053564179647192,White
Ana,de Armas,Latino_Hispanic,Asian,0.9440399448264304,0.9763260332535939,Latino_Hispanic
Reese,Witherspoon,Black,White,0.8193161247010889,0.9154261227606519,White
Lizzy,Caplan,White,Black,0.6024400343582088,0.7568005199126964,White
Lashana,Lynch,Black,White,0.6111773018460342,0.9382176390401056,Black
Victoria,Pedretti,Latino_Hispanic,White,0.4802129746919901,0.8850911172913593,White
Thuso,Mbedu,Black,Asian,0.9454266551907439,0.9868888242142025,Black
Lukas,Gage,White,Black,0.8992494694171597,0.9693705705681139,White
M.,Night Shyamalan,Asian,White,0.5373321134496609,0.7472261610404018,Asian
Penn,Badgley,White,Black,0.7616344418604164,0.8874762519771524,White
Sadie,Sink,White,Black,0.8745156315570509,0.9229566766041931,White
Jennifer,Connelly,White,Black,0.7813379449452603,0.8843493597017998,White
Michelle,Yeoh,Asian,Black,0.9495565972744515,0.9868888242142025,Asian
Colin,Farrell,White,Black,0.7075847633697772,0.9398107536397808,White
Tom,Hanks,White,Black,0.43007395133034365,0.8878752936754993,White
Henry,Cavill,White,Black,0.5679612798818704,0.8744372728301015,White
Miles,Teller,White,Black,0.7702398042365426,0.8938585728180334,White
Ray,Liotta,White,Asian,0.6509243701223724,0.8168321143300658,White
Sylvester,Stallone,Black,White,0.4971978490422482,0.9154332069928025,White
Lily,James,Black,Asian,0.6715399392600776,0.7582927833792069,White
Jennifer,Coolidge,White,Black,0.80134976706566,0.8930519456479493,White
Chase,Stokes,Black,White,0.632187752155051,0.9561196554154887,White
Hong,Chau,Asian,Black,0.9727340270379703,0.9868888242142025,Asian
Elizabeth,Lail,White,Asian,0.8324201292071975,0.9166161036304595,White
Sebastian,Stan,White,Latino_Hispanic,0.9020343803547275,0.9320361949189061,White
Jennifer,Lawrence,White,Black,0.4068543739479549,0.8895892147023345,White
Sophie,Turner,Black,White,0.6590174073622403,0.9361502343899085,White
Riley,Keough,White,Black,0.7842241383689297,0.876948899280499,White
Emma,Watson,Black,White,0.8201732763830177,0.955505602043421,White
Christian,Bale,Black,White,0.4412049826228574,0.75841748915909,White
Dakota,Fanning,White,Black,0.6185612283048131,0.8526068285872282,White
Haley,Lu Richardson,White,Asian,0.6640844057672469,0.7579756677115567,White
Stefanie,Martini,White,Latino_Hispanic,0.8028830646937262,0.8534786069272556,White
Emma,Mackey,Black,White,0.7623367657834501,0.9400547608428794,White
Melanie,Laurent,White,Black,0.426569827565638,0.8885932272705195,White
Christoph,Waltz,White,Black,0.9344285417086847,0.9613210363855957,White
Sosie,Bacon,Black,White,0.8205149438554261,0.9069482301552538,White
Scout,Taylor-Compton,White,Black,0.588112721581154,0.7583411856274858,White
Michael,B. Jordan,White,Asian,0.6228246729597093,0.7577523491272083,Black
Todd,Stashwick,White,Black,0.9136596188618366,0.9613200963206924,White
Hayden,Panettiere,White,Asian,0.815231365326897,0.9005357766681471,White
Cherry,Jones,Black,White,0.842434246863806,0.9723697096682095,White
Gerard,Butler,Black,White,0.5188567998064314,0.9624019270987303,White
Jessica,Williams,Black,White,0.8100360456546408,0.9237742040034698,Black
Ellen,Barkin,White,Black,0.8008594280589632,0.9430985776515287,White
Daniel,Radcliffe,White,Black,0.6626773043495982,0.8865960345400681,White
Harry,Melling,White,Black,0.7778781545412462,0.8732914737725195,White
Andrea,Savage,White,Black,0.41832747903355744,0.9006155846791105,White
Denzel,Washington,Black,White,0.9442596262419704,0.9746525960504444,Black
Ryan,Reynolds,White,Black,0.7124168015545289,0.8866045423088885,White
Adam,Driver,White,Black,0.764742534350063,0.9652843503172808,White
Christina,Ricci,White,Latino_Hispanic,0.7486519132665446,0.9494852558038263,White
Tommi,Rose,White,Black,0.6774751879390478,0.922075913588738,White
Karen,Gillan,White,Black,0.7752871614491076,0.8920179484161188,White
Brie,Larson,White,Black,0.8643143162094283,0.9194925642662043,White
Sandra,Bullock,White,Black,0.4181829966528837,0.924223638619213,White
Emilia,Jones,Black,White,0.6766876050451937,0.8426656895513841,White
Helen,Mirren,White,Black,0.6300548384879026,0.7583688015757343,White
Julianne,Moore,Black,White,0.6682082991190106,0.9455683545049111,White
Timothee,Chalamet,Black,Asian,0.5325902859852463,0.7527569799300382,White
Kelly,Macdonald,White,Black,0.8641095325709169,0.9405714513967555,White
Tracy,Spiridakos,White,Black,0.8498647872578541,0.9407662462458505,White
Juno,Temple,Black,Asian,0.6308201432490628,0.7572455181610577,White
Paul,Mescal,White,Asian,0.7066627005141436,0.7947793390311819,White
Holliday,Grainger,White,Black,0.6453642371554368,0.9236907197322463,White
Brianne,Howey,White,Black,0.6388970093785142,0.9410849921268701,White
Kevin,Costner,White,Black,0.7251408397743851,0.9050477645073113,White
Tamzin,Merchant,Asian,Black,0.4195429013421822,0.7342290278627632,White
Ben,Barnes,Black,White,0.5741682245381672,0.9123841607873907,White
Viola,Davis,Black,White,0.7893781551444696,0.9401395658587269,Black
Lauren,Ash,White,Black,0.7471684820272478,0.8495787949460861,White
Jason,Statham,White,Black,0.525008289222755,0.9081011445305341,White
Mary,Elizabeth Winstead,White,Black,0.6877739724224063,0.8536604537330521,White
Luke,Grimes,White,Black,0.543332587330164,0.9328802693796242,White
Jay,Hernandez,Latino_Hispanic,Asian,0.9416801876867705,0.9868888242142025,Latino_Hispanic
Elizabeth,Debicki,White,Latino_Hispanic,0.8303631968298111,0.9061577791741997,White
Molly,Ringwald,White,Asian,0.9281834278897991,0.9532883599843416,White
Ke,Huy Quan,Asian,Latino_Hispanic,0.9727340270379703,0.9868888242142025,Asian
Mel,Gibson,Black,White,0.5227094587557108,0.9307120226460147,White
Liam,Neeson,White,Black,0.9135470925064003,0.9361301909445527,White
Charlbi,Dean,Black,White,0.4120805921969386,0.7584252321739754,White
Linda,Cardellini,White,Latino_Hispanic,0.6426671439314996,0.83153136852173,White
Bonnie,Somerville,Black,White,0.6245159851840167,0.9392891844615234,White
Scarlett,Johansson,White,Black,0.8665642795383072,0.9593402730954876,White
Chloe,Grace Moretz,Latino_Hispanic,White,0.533892390044148,0.7510089854457475,White
Lupita,Nyong'o,Black,Latino_Hispanic,0.9215682753478123,0.9474008078723098,Black
Allison,Williams,Black,White,0.7582299340556111,0.9629167897470033,White
Quentin,Tarantino,White,Black,0.6274740825937473,0.7567293434849234,White
Matthew,McConaughey,White,Black,0.8695890635785686,0.9534684026193527,White
John,Travolta,White,Latino_Hispanic,0.592915265689695,0.7574173451087356,White
Taron,Egerton,White,Black,0.5333472110300191,0.9490165457575638,White
Isabelle,Fuhrman,White,Latino_Hispanic,0.7801456325124303,0.8990011032405236,White
Michael,Keaton,White,Black,0.4197701638632275,0.9370212070743963,White
Kate,Winslet,White,Black,0.6259548616236325,0.8862599503713232,White
James,Norton,White,Black,0.5360304644136791,0.9550157550424642,White
Carrie,Coon,White,Black,0.6439769423159737,0.9138173076037137,White
Robert,Downey Jr.,White,Black,0.5874489692424466,0.9069462647033217,White
Ryan,Gosling,White,Asian,0.7106248761838119,0.8784870185348004,White
Mark,Wahlberg,White,Asian,0.9402965690711264,0.9772805418549413,White
Alison,Pill,White,Black,0.8367402501765405,0.8997254551689003,White
Tom,Burke,White,Black,0.5260390062690474,0.8955196559942358,White
Katheryn,Winnick,White,Black,0.806849898206983,0.9213541330650664,White
Emma,Thompson,Black,White,0.8136862447446074,0.9453310895974231,White
Steve,Zahn,White,Asian,0.765017517599985,0.9378380044677058,White
Johnny,Depp,White,Black,0.7440538539789195,0.9001817082671029,White
Justine,Bateman,Black,White,0.4953457389670754,0.909731610991433,White
Lauren,Ambrose,White,Black,0.5669902424519452,0.9178778963035551,White
Guy,Ritchie,White,Black,0.5716271156541092,0.9125909318647619,White
Drew,Barrymore,White,Black,0.5066372021058386,0.94155077993975,White
Darren,Aronofsky,White,Black,0.9006678121253526,0.9274626597981721,White
Emilia,Clarke,Black,White,0.5304149035719419,0.8447878962406664,White
Amie,Donald,Black,White,0.5940641057478532,0.9381197016230167,White
Ben,Affleck,White,Black,0.574015671632003,0.8825333048600214,White
Jonah,Hill,Black,White,0.5997493404042358,0.939284312957717,White
Andrea,Riseborough,White,Black,0.6960717827405869,0.8472546126366102,White
Adam,Sandler,White,Black,0.9146879445763374,0.9347974368246589,White
Val,Kilmer,White,Black,0.8622219752400119,0.9034302695892281,White
Bryce,Dallas Howard,White,Black,0.4877389384575568,0.9159938693899707,White
Robert,De Niro,White,Latino_Hispanic,0.49304381583703655,0.7286250128793993,White
Orlando,Bloom,Latino_Hispanic,Black,0.7614914358498239,0.8795086489269667,White
Brittany,Snow,White,Black,0.5278868771096121,0.9286147025958332,White
Zoe,Saldana,Latino_Hispanic,Asian,0.8351648183188105,0.9391811107187529,White
Tig,Notaro,White,Asian,0.7440332042797346,0.877685700615024,White
Salma,Hayek,White,Asian,0.9217096153020705,0.9610676773888688,Latino_Hispanic
Jessica,Chastain,White,Latino_Hispanic,0.6411513063646529,0.7991732586307914,White
Channing,Tatum,Black,Asian,0.6589014168496102,0.777334307205769,White
Theo,James,Black,White,0.8974827172736586,0.9720310441620789,White
Britt,Robertson,White,Black,0.5608266453259517,0.9608035688749731,White
Diane,Morgan,Black,White,0.4774068279316106,0.9154663383170845,White
Keira,Knightley,Black,White,0.6068525357134619,0.9181694905174079,White
Troy,Baker,Black,White,0.5306896975237302,0.9440644287888793,White
Amy,Adams,White,Black,0.41047152029191947,0.9168939139335267,White
Julian,Sands,Black,White,0.5274865614496563,0.7551222223981962,White
Gemma,Arterton,Black,White,0.38554740743378635,0.6910131650345637,White
Michelle,Monaghan,White,Black,0.7099788578349879,0.8511765235682672,White
Emma,Fuhrmann,White,Latino_Hispanic,0.8056812761313,0.8945311193114238,White
Emma,Myers,Black,White,0.5817099848810072,0.9109925730195896,White
Will,Smith,Black,White,0.6745318970748507,0.9638665550302467,Black
Ralph,Fiennes,White,Black,0.4841026500546822,0.8425587468742316,White
Erika,Christensen,White,Asian,0.9216679784421956,0.9426793591242609,White
Orla,Brady,White,Black,0.4661803959186868,0.8923680581518759,White
Gates,McFadden,Black,White,0.5620980334021217,0.9376630582210037,White
Olivia,Wilde,Black,White,0.503979026130115,0.7583452059967948,White
David,Harbour,White,Black,0.7925949284165021,0.9531461357761805,White
Travis,Fimmel,White,Black,0.6245549302678683,0.8531933113571073,White
Michael,Shannon,White,Black,0.5718088335485876,0.9221587660422033,White
Michael,Douglas,Black,White,0.4903348584772508,0.89189523412633,White
Olivia,Rodrigo,Latino_Hispanic,Asian,0.9215631924374127,0.9479594910416329,Asian
Russell,Crowe,White,Black,0.5006197365176985,0.9592156682092154,White
Ophelia,Lovibond,Black,White,0.735972506911637,0.9011246591302059,White
Matt,Damon,White,Black,0.5881331367938283,0.8864944488236065,White
Elizabeth,Olsen,White,Latino_Hispanic,0.9098675582309088,0.9452608490998742,White
Glen,Powell,Black,White,0.39711395271529293,0.9362757843495253,White
Monica,Bellucci,White,Latino_Hispanic,0.7631542143146147,0.936047734140905,White
Eva,Green,Black,White,0.6085098557533093,0.9351899015658323,White
Marie-Josee,Croze,White,Black,0.5204900865234788,0.8799841657559759,White
Natalie,Portman,White,Black,0.6040259926898568,0.8391422118019864,White
Monica,Barbaro,Latino_Hispanic,White,0.5475187688719682,0.8415740673624806,White
Bellamy,Young,Black,Asian,0.6069566904268127,0.7581949636820534,White
Catherine,Zeta-Jones,White,Black,0.46017671359204426,0.7552245598718633,White
Sherrie,Rose,Black,White,0.6408864279992224,0.9458120454739022,White
Emma,Stone,Black,White,0.5037276646190464,0.8864895769278883,White
Jake,Gyllenhaal,White,Asian,0.9180203543027974,0.9356207229913457,White
Bryan,Cranston,White,Black,0.670446453292196,0.8898691531460633,White
Anne,Hathaway,White,Black,0.6751426901195997,0.9417159976073723,White
Ginnifer,Goodwin,White,Black,0.5115491285857241,0.838640774813157,White
Angela,Bassett,Black,White,0.4237428141860967,0.911759151161609,Black
Rose,Williams,Black,White,0.9179890639834539,0.9556452752639352,White
Martin,Scorsese,White,Black,0.585651107599108,0.7806276592874596,White
Jason,Segel,White,Latino_Hispanic,0.8720869350977164,0.9104641925009033,White
Rachel,McAdams,Black,White,0.511420662764648,0.9345468372281468,White
Kaitlyn,Dever,White,Black,0.8081381595317739,0.8724977813497335,White
Adrianne,Palicki,White,Asian,0.919785305316043,0.9381113973462903,White
William,Fichtner,White,Black,0.9367053534700454,0.9641076135573161,White
Mila,Kunis,White,Asian,0.8697346285067871,0.9484372874152873,White
Al,Pacino,Latino_Hispanic,White,0.44645338858706185,0.6915095150121005,White
Charlize,Theron,Black,White,0.6750024161181736,0.8884236315240622,White
Iliza,Shlesinger,White,Latino_Hispanic,0.8927551153040907,0.9216831166907056,White
Christopher,Nolan,White,Black,0.7982407475534148,0.9077379902876159,White
Michael,Rady,White,Black,0.9115709425448246,0.948403036995325,White
Carla,Gugino,Latino_Hispanic,White,0.6071571531608695,0.9267212956809189,White
Alicia,Vikander,White,Latino_Hispanic,0.7034742214530544,0.8420898915720515,White
Dawn,Olivieri,White,Black,0.898156031647611,0.9230112091816848,White
Kate,Mulvany,White,Black,0.8737622543756242,0.9410424184909206,White
Julie,Strain,White,Black,0.6735252599009602,0.9248934296285243,White
Brendan,Gleeson,White,Black,0.765354759995245,0.9476859179380561,White
Damien,Chazelle,Black,White,0.6132342464433063,0.8456094034567214,White
Timothy,Olyphant,White,Black,0.4055120796490941,0.8530803290121307,White
Annabelle,Wallis,White,Black,0.40926636275014855,0.9094586623088057,White
Megan,Fox,White,Black,0.869882856440036,0.9348972458841914,White
Alan,Rickman,White,Black,0.7429462790031199,0.9059442292684324,White
Michelle,Randolph,Black,White,0.7710054572138658,0.9263798343304015,White
Anna,Paquin,White,Latino_Hispanic,0.7203331977827407,0.9006999705697348,White
Olivia,Cooke,Black,White,0.6760373142978465,0.9130320771591994,White
Chris,Pine,White,Black,0.6541060819118117,0.830720115905194,White
Paolina,van Kleef,White,Asian,0.9328976424561679,0.9664184385884842,White
Michelle,Williams,Black,White,0.8414883481055243,0.9639461948765171,White
Melissa,McCarthy,White,Black,0.6295975869531657,0.921403646779927,White
Abby,Ryder Fortson,White,Black,0.793997066921376,0.9042105157982949,White
Zachary,Levi,White,Black,0.8029947090948284,0.9084357580006658,White
Rupert,Grint,Black,White,0.5718143825192389,0.8949367203050698,White
Anna,Kendrick,White,Black,0.5960650357624768,0.9451634211584394,White
Zoey,Deutch,White,Asian,0.8237043109196022,0.9063332587192543,White
James,Spader,White,Black,0.908985228675571,0.9650293831457566,White
Joe,Manganiello,Latino_Hispanic,White,0.563528501443037,0.7575199154647938,White
Wendie,Malick,White,Black,0.6363224593860339,0.7579083436738242,Middle Eastern
Alden,Ehrenreich,White,Asian,0.892047634924615,0.9417798324365964,White
Gwendoline,Christie,Black,White,0.7939475751206218,0.9573464974581161,White
Storm,Reid,Black,White,0.5686347959530825,0.9527180960014332,Black
Nathalie,Emmanuel,Black,Asian,0.9018737932680937,0.926445576420223,White
Eden,Sher,Asian,White,0.5772428217342191,0.757608799022556,White
Hope,Davis,Black,White,0.8559593649603432,0.9685666229489223,White
April,Bowlby,White,Black,0.696754443608584,0.9402764332386614,White
Rachel,Weisz,White,Latino_Hispanic,0.9198986307843399,0.9367091987562526,White
Ben,Aldridge,White,Black,0.6690328538744394,0.9061638851988012,White
Jonathan,Groff,White,Latino_Hispanic,0.8749505398733631,0.9166598327272966,White
Chris,Hemsworth,White,Black,0.7576484555654639,0.912560491692879,White
Natalie,Dormer,White,Black,0.497255242028403,0.9253689031390238,White
Jennifer,Aniston,White,Black,0.6599320870998141,0.8150988865594693,White
Katee,Sackhoff,White,Asian,0.49520995445216215,0.7427448859895376,White
Vanessa,Kirby,Black,White,0.5686326792518571,0.9227234661921668,White
Steve,Howey,White,Black,0.6271480897286598,0.9054242844398385,White
Todd,Field,White,Black,0.8214347392796515,0.9664081906075377,White
Pamela,Anderson,Black,White,0.465057099279926,0.9479436521958192,White
Daniel,Craig,White,Black,0.5688397084286738,0.8740530328468252,White
Ariel,Winter,White,Black,0.5970858842226944,0.7581249092202431,White
Jamie,Lee Curtis,Asian,White,0.5406057278623702,0.7570148885173835,White
Kaley,Cuoco,White,Latino_Hispanic,0.6287706921007181,0.7584043227527766,White
Olivia,Colman,Black,White,0.5367315959057369,0.7509197519551511,White
Julia,Roberts,White,Black,0.44975978076684553,0.7578537007622578,White
Milly,Alcock,White,Black,0.764026873553389,0.8954296191028775,White
George,Clooney,White,Black,0.8573236361177784,0.9397362442256315,White
Elizabeth,Mitchell,Black,White,0.5373466624790834,0.9109284384969181,White
Dylan,O'Brien,White,Asian,0.8649288427727717,0.9084520252918876,White
Letitia,Wright,Black,White,0.9007880585489699,0.9684093358995846,Black
Daisy,Edgar-Jones,Latino_Hispanic,Black,0.48740961622039103,0.844396550787941,White
Joanne,Whalley,White,Black,0.7181068868548014,0.940927129731992,White
Devan,Chandler Long,Asian,Black,0.7657065494109867,0.9362337214785088,White
Woody,Harrelson,White,Black,0.4143692115896704,0.887109715774828,White
Martin,McDonagh,White,Black,0.8862359446861335,0.9328725922006529,White
Chloe,Sevigny,White,Asian,0.8028340349524334,0.8844571136376111,White
Lauren,Cohan,White,Asian,0.7896348477339604,0.9155576475238951,White
Nicole,Kidman,White,Black,0.6277894801811106,0.8967263090191845,White
James,Hong,Asian,White,0.9416744940503564,0.9676249761933413,Asian
Rosamund,Pike,White,Black,0.7168448930143431,0.8444662259415198,White
Hayley,Atwell,White,Black,0.7191777723740177,0.9467220215863904,White
Jack,Lowden,White,Black,0.6191571643233943,0.9265616040302453,White
Lea,Thompson,Black,White,0.6535858629658909,0.9246753685896595,White
Charlie,Murphy,Black,White,0.7028582630298112,0.950757984541427,White
Halle,Bailey,Black,White,0.48305269721301286,0.9438332433665071,Black
Gary,Oldman,White,Black,0.5944559499248178,0.9283175254070065,White
Samantha,Morton,Black,White,0.517990176041435,0.8967573994523134,White
Denise,Gough,Black,White,0.5126858497036,0.938744409610907,White
Josh,Hartnett,White,Black,0.8060632021647953,0.8982552638727622,White
Yvonne,Strahovski,White,Black,0.8359884964178649,0.9323064650489442,White
Andrew,Buchan,White,Asian,0.8252531305206962,0.8788553656969027,White
Meghann,Fahy,White,Asian,0.9339387734546297,0.9608639282688488,White
Charlie,Hunnam,Black,Asian,0.5197981361013815,0.7497388736689873,White
Arnold,Schwarzenegger,White,Black,0.8992867028096861,0.9339065690661951,White
Idris,Elba,White,Black,0.5322910400493613,0.9295494975114665,Black
Corey,Stoll,White,Black,0.8561067336391253,0.9565647673214089,White
Hailee,Steinfeld,White,Asian,0.901632557388963,0.9387756600337775,White
Amanda,Seyfried,White,Black,0.890601585676642,0.9197303633534009,White
Nicholas,Hoult,White,Black,0.8879473693337971,0.9560844817317286,White
Jack,Nicholson,White,Black,0.43160295478839317,0.9273572066172365,White
Polly,Draper,White,Black,0.7254611092237955,0.9369968153578659,White
Alan,Ritchson,White,Black,0.7191965034639192,0.7914647508118005,White
John,Krasinski,White,Asian,0.9447595601916702,0.978345420979763,White
Josh,Duhamel,White,Asian,0.7215801897987505,0.861718296585166,White
Paul,Dano,White,Asian,0.5694803974832066,0.7579522755775455,White
Adrien,Brody,White,Black,0.4547961022736534,0.9235802682317903,White
Blake,Lively,White,Black,0.725091338084279,0.9511777528471774,White
Michael,Stuhlbarg,White,Asian,0.8396607129310194,0.8966993430158517,White
Jason,Bateman,White,Black,0.5963652915051997,0.8882733319036004,White
Jennifer,Lopez,Latino_Hispanic,Asian,0.9727340270379703,0.9868888242142025,Latino_Hispanic
Peter,Stormare,White,Black,0.608674041024745,0.8992791225096646,White
Kristen,Bell,White,Black,0.6484419182112089,0.9406024533490405,White
Shantel,VanSanten,White,Asian,0.7734495842212723,0.8565506769558043,White
Abigail,Breslin,White,Black,0.8374916628414527,0.9268646633341387,White
Lamar,Johnson,Black,White,0.7613598105218767,0.9638015815588818,Black
Sarah,Michelle Gellar,White,Black,0.4989993399294757,0.8433471949153427,White
David,Fincher,White,Black,0.8018062616432139,0.9478831439562206,White
Carey,Mulligan,White,Black,0.7513682990463216,0.9360232164165818,White
Patrick,Stewart,Black,White,0.5361362165392676,0.9616740988774567,White
Jonah,Hauer-King,White,Asian,0.5455143438139711,0.7461570258322965,White
Oscar,Isaac,Latino_Hispanic,Black,0.5759037990980931,0.8705385310170186,Latino_Hispanic
Amber,Heard,Black,White,0.5245248527409963,0.9464853444697453,White
Helena,Bonham Carter,White,Black,0.7814130786005877,0.9029794338765156,White
Alicia,Silverstone,White,Black,0.47399751033492027,0.7562225627810862,White
Hero,Fiennes Tiffin,Black,Asian,0.6103966431578879,0.7574151007515098,White
Rita,Moreno,Latino_Hispanic,Asian,0.9422424049572812,0.9775525687581921,Latino_Hispanic
Jen,Landon,White,Black,0.6103149058799161,0.7584240569682325,White
Caroline,Ford,Black,White,0.7042808592348013,0.9516760770193715,White
Chris,Evans,Black,White,0.5749677280879991,0.9451244999186784,White
Wes,Bentley,White,Black,0.5687533044267303,0.9484703642862699,White
Hugh,Jackman,White,Black,0.5843066115412284,0.9229495157308086,White
Nick,Nolte,White,Black,0.8506026694847711,0.903358602520236,White
Danai,Gurira,Black,Asian,0.8070654213594807,0.9023343869750777,Black
Sally,Field,White,Black,0.6771854546662086,0.9280787717393656,White
Gina,Carano,Latino_Hispanic,White,0.7459697663980737,0.9159893617461975,White
Jena,Malone,Black,White,0.4134429385752528,0.9067682790957521,White
Lilli,Kay,White,Black,0.6263275731822902,0.7983130290299986,White
