First Name,Last Name,Image
Jake,Marisnick,../Photos/Jake_Marisnick.jpg
Dee,Strange-Gordon,../Photos/Dee_Strange-Gordon.jpg
Sean,Poppen,../Photos/Sean_Poppen.jpg
Ian,Hamilton,../Photos/Ian_Hamilton.jpg
Alan,Trejo,../Photos/Alan_Trejo.jpg
Brendan,Donovan,../Photos/Brendan_Donovan.jpg
Edmundo,Sosa,../Photos/Edmundo_Sosa.jpg
Wil,Myers,../Photos/Wil_Myers.jpg
Ryan,McMahon,../Photos/Ryan_McMahon.jpg
Tarik,Skubal,../Photos/Tarik_Skubal.jpg
Kodi,Whitley,../Photos/Kodi_Whitley.jpg
Mike,Yastrzemski,../Photos/Mike_Yastrzemski.jpg
Miguel,Yajure,../Photos/Miguel_Yajure.jpg
Nick,Snyder,../Photos/Nick_Snyder.jpg
Anderson,Severino,../Photos/Anderson_Severino.jpg
Kenny,Rosenberg,../Photos/Kenny_Rosenberg.jpg
Cory,Abbott,../Photos/Cory_Abbott.jpg
Yu,Darvish,../Photos/Yu_Darvish.jpg
Josh,Palacios,../Photos/Josh_Palacios.jpg
Cody,Stashak,../Photos/Cody_Stashak.jpg
Greg,Weissert,../Photos/Greg_Weissert.jpg
Wade,Miley,../Photos/Wade_Miley.jpg
Tommy,Edman,../Photos/Tommy_Edman.jpg
Thomas,Szapucki,../Photos/Thomas_Szapucki.jpg
Victor,Reyes,../Photos/Victor_Reyes.jpg
Josh,Hader,../Photos/Josh_Hader.jpg
Sergio,Romo,../Photos/Sergio_Romo.jpg
Josh,Donaldson,../Photos/Josh_Donaldson.jpg
Taylor,Motter,../Photos/Taylor_Motter.jpg
Caleb,Hamilton,../Photos/Caleb_Hamilton.jpg
Connor,Brogdon,../Photos/Connor_Brogdon.jpg
Kyle,Schwarber,../Photos/Kyle_Schwarber.jpg
Connor,Wong,../Photos/Connor_Wong.jpg
Luis,Barrera,../Photos/Luis_Barrera.jpg
Dylan,Carlson,../Photos/Dylan_Carlson.jpg
Nick,Lodolo,../Photos/Nick_Lodolo.jpg
Trevor,May,../Photos/Trevor_May.jpg
Kirk,McCarty,../Photos/Kirk_McCarty.jpg
Joe,Perez,../Photos/Joe_Perez.jpg
Jarred,Kelenic,../Photos/Jarred_Kelenic.jpg
Trevor,Richards,../Photos/Trevor_Richards.jpg
Leury,Garcia,../Photos/Leury_Garcia.jpg
Caleb,Kilian,../Photos/Caleb_Kilian.jpg
Collin,McHugh,../Photos/Collin_McHugh.jpg
Brad,Miller,../Photos/Brad_Miller.jpg
Esteury,Ruiz,../Photos/Esteury_Ruiz.jpg
Taylor,Walls,../Photos/Taylor_Walls.jpg
Austin,Wynns,../Photos/Austin_Wynns.jpg
Adam,Oller,../Photos/Adam_Oller.jpg
Tylor,Megill,../Photos/Tylor_Megill.jpg
Raisel,Iglesias,../Photos/Raisel_Iglesias.jpg
Ken,Waldichuk,../Photos/Ken_Waldichuk.jpg
Cal,Mitchell,../Photos/Cal_Mitchell.jpg
Andrew,Bellatti,../Photos/Andrew_Bellatti.jpg
William,Woods,../Photos/William_Woods.jpg
Jason,Foley,../Photos/Jason_Foley.jpg
Jake,Bird,../Photos/Jake_Bird.jpg
Starling,Marte,../Photos/Starling_Marte.jpg
T.J.,Zeuch,../Photos/T.J._Zeuch.jpg
Patrick,Murphy,../Photos/Patrick_Murphy.jpg
Ian,Kennedy,../Photos/Ian_Kennedy.jpg
Tyler,Cyr,../Photos/Tyler_Cyr.jpg
Penn,Murfee,../Photos/Penn_Murfee.jpg
Rodolfo,Castro,../Photos/Rodolfo_Castro.jpg
Wandy,Peralta,../Photos/Wandy_Peralta.jpg
Eric,Hosmer,../Photos/Eric_Hosmer.jpg
Framber,Valdez,../Photos/Framber_Valdez.jpg
Franmil,Reyes,../Photos/Franmil_Reyes.jpg
Michael,Rucker,../Photos/Michael_Rucker.jpg
Hoby,Milner,../Photos/Hoby_Milner.jpg
Matt,Davidson,../Photos/Matt_Davidson.jpg
Tyler,O'Neill,../Photos/Tyler_O'Neill.jpg
Victor,Robles,../Photos/Victor_Robles.jpg
Jack,Mayfield,../Photos/Jack_Mayfield.jpg
Mark,Appel,../Photos/Mark_Appel.jpg
Kolten,Wong,../Photos/Kolten_Wong.jpg
Aaron,Fletcher,../Photos/Aaron_Fletcher.jpg
Sean,Bouchard,../Photos/Sean_Bouchard.jpg
Jake,Meyers,../Photos/Jake_Meyers.jpg
Yu,Chang,../Photos/Yu_Chang.jpg
Mickey,McDonald,../Photos/Mickey_McDonald.jpg
Michael,Feliz,../Photos/Michael_Feliz.jpg
Ryan,Brasier,../Photos/Ryan_Brasier.jpg
Casey,Mize,../Photos/Casey_Mize.jpg
Myles,Straw,../Photos/Myles_Straw.jpg
Randy,Arozarena,../Photos/Randy_Arozarena.jpg
Pedro,Severino,../Photos/Pedro_Severino.jpg
Jerar,Encarnacion,../Photos/Jerar_Encarnacion.jpg
Andrew,Benintendi,../Photos/Andrew_Benintendi.jpg
Devin,Smeltzer,../Photos/Devin_Smeltzer.jpg
Silvino,Bracho,../Photos/Silvino_Bracho.jpg
Triston,McKenzie,../Photos/Triston_McKenzie.jpg
Ashton,Goudeau,../Photos/Ashton_Goudeau.jpg
Jimmy,Yacabonis,../Photos/Jimmy_Yacabonis.jpg
Michael,King,../Photos/Michael_King.jpg
Tommy,Milone,../Photos/Tommy_Milone.jpg
Phoenix,Sanders,../Photos/Phoenix_Sanders.jpg
Adam,Haseley,../Photos/Adam_Haseley.jpg
Jack,Flaherty,../Photos/Jack_Flaherty.jpg
Noah,Davis,../Photos/Noah_Davis.jpg
Darin,Ruf,../Photos/Darin_Ruf.jpg
Jeurys,Familia,../Photos/Jeurys_Familia.jpg
Jon,Berti,../Photos/Jon_Berti.jpg
Zach,Thompson,../Photos/Zach_Thompson.jpg
Kevin,Kiermaier,../Photos/Kevin_Kiermaier.jpg
Tyler,Matzek,../Photos/Tyler_Matzek.jpg
Ethan,Roberts,../Photos/Ethan_Roberts.jpg
Nick,Allen,../Photos/Nick_Allen.jpg
Trent,Grisham,../Photos/Trent_Grisham.jpg
Grayson,Greiner,../Photos/Grayson_Greiner.jpg
Gregory,Soto,../Photos/Gregory_Soto.jpg
Kyle,Muller,../Photos/Kyle_Muller.jpg
Clarke,Schmidt,../Photos/Clarke_Schmidt.jpg
Salvador,Perez,../Photos/Salvador_Perez.jpg
Bryce,Harper,../Photos/Bryce_Harper.jpg
Brian,O'Keefe,../Photos/Brian_O'Keefe.jpg
Jose,Alvarez,../Photos/Jose_Alvarez.jpg
Cal,Quantrill,../Photos/Cal_Quantrill.jpg
Skye,Bolt,../Photos/Skye_Bolt.jpg
Dusten,Knight,../Photos/Dusten_Knight.jpg
Kyle,Wright,../Photos/Kyle_Wright.jpg
Reiss,Knehr,../Photos/Reiss_Knehr.jpg
Steven,Matz,../Photos/Steven_Matz.jpg
Michael,Lorenzen,../Photos/Michael_Lorenzen.jpg
Matt,Beaty,../Photos/Matt_Beaty.jpg
Spencer,Torkelson,../Photos/Spencer_Torkelson.jpg
Joey,Meneses,../Photos/Joey_Meneses.jpg
Bubby,Rossman,../Photos/Bubby_Rossman.jpg
Ryan,Kreidler,../Photos/Ryan_Kreidler.jpg
Sean,Hjelle,../Photos/Sean_Hjelle.jpg
James,Naile,../Photos/James_Naile.jpg
Sean,Murphy,../Photos/Sean_Murphy.jpg
Joey,Wentz,../Photos/Joey_Wentz.jpg
Ryan,Hendrix,../Photos/Ryan_Hendrix.jpg
Kole,Calhoun,../Photos/Kole_Calhoun.jpg
Daniel,Vogelbach,../Photos/Daniel_Vogelbach.jpg
Rob,Refsnyder,../Photos/Rob_Refsnyder.jpg
Josh,Naylor,../Photos/Josh_Naylor.jpg
Gabe,Speier,../Photos/Gabe_Speier.jpg
Freddie,Freeman,../Photos/Freddie_Freeman.jpg
Cole,Sulser,../Photos/Cole_Sulser.jpg
Lucas,Gilbreath,../Photos/Lucas_Gilbreath.jpg
Zack,Greinke,../Photos/Zack_Greinke.jpg
Luis,L. Ortiz,../Photos/Luis_L. Ortiz.jpg
Liover,Peguero,../Photos/Liover_Peguero.jpg
Joel,Kuhnel,../Photos/Joel_Kuhnel.jpg
Brennan,Bernardino,../Photos/Brennan_Bernardino.jpg
Chris,Devenski,../Photos/Chris_Devenski.jpg
Kyle,Crick,../Photos/Kyle_Crick.jpg
