First Name,Last Name,Image,Truth
Sean,Newcomb,../Photos/Sean_Newcomb.jpg,
P.J.,Higgins,../Photos/P.J._Higgins.jpg,White
David,Phelps,../Photos/David_Phelps.jpg,
Yuli,Gurriel,../Photos/Yuli_Gurriel.jpg,Other
Yennier,Cano,../Photos/Yennier_Cano.jpg,Black
Nate,Mondou,../Photos/Nate_Mondou.jpg,
Connor,Sadzeck,../Photos/Connor_Sadzeck.jpg,
Norge,Ruiz,../Photos/Norge_Ruiz.jpg,
Josh,Lester,../Photos/Josh_Lester.jpg,
Bo,Naylor,../Photos/Bo_Naylor.jpg,
Robbie,Erlin,../Photos/Robbie_Erlin.jpg,White
Kevin,Plawecki,../Photos/Kevin_Plawecki.jpg,
Kirby,Snead,../Photos/Kirby_Snead.jpg,
Whit,Merrifield,../Photos/Whit_Merrifield.jpg,
Ben,DeLuzio,../Photos/Ben_DeLuzio.jpg,White
Billy,McKinney,../Photos/Billy_McKinney.jpg,
Lou,Trivino,../Photos/Lou_Trivino.jpg,
Nolan,Arenado,../Photos/Nolan_Arenado.jpg,Other
Jake,Marisnick,../Photos/Jake_Marisnick.jpg,
Dee,Strange-Gordon,../Photos/Dee_Strange-Gordon.jpg,
Sean,Poppen,../Photos/Sean_Poppen.jpg,
Ian,Hamilton,../Photos/Ian_Hamilton.jpg,White
Alan,Trejo,../Photos/Alan_Trejo.jpg,
Brendan,Donovan,../Photos/Brendan_Donovan.jpg,White
Edmundo,Sosa,../Photos/Edmundo_Sosa.jpg,
Wil,Myers,../Photos/Wil_Myers.jpg,
Ryan,McMahon,../Photos/Ryan_McMahon.jpg,
Tarik,Skubal,../Photos/Tarik_Skubal.jpg,
Kodi,Whitley,../Photos/Kodi_Whitley.jpg,
Mike,Yastrzemski,../Photos/Mike_Yastrzemski.jpg,
Miguel,Yajure,../Photos/Miguel_Yajure.jpg,
Nick,Snyder,../Photos/Nick_Snyder.jpg,
Anderson,Severino,../Photos/Anderson_Severino.jpg,
Kenny,Rosenberg,../Photos/Kenny_Rosenberg.jpg,
Cory,Abbott,../Photos/Cory_Abbott.jpg,White
Yu,Darvish,../Photos/Yu_Darvish.jpg,Asian
Josh,Palacios,../Photos/Josh_Palacios.jpg,
Cody,Stashak,../Photos/Cody_Stashak.jpg,
Greg,Weissert,../Photos/Greg_Weissert.jpg,
Wade,Miley,../Photos/Wade_Miley.jpg,
Tommy,Edman,../Photos/Tommy_Edman.jpg,White
Thomas,Szapucki,../Photos/Thomas_Szapucki.jpg,
Victor,Reyes,../Photos/Victor_Reyes.jpg,
Josh,Hader,../Photos/Josh_Hader.jpg,White
Sergio,Romo,../Photos/Sergio_Romo.jpg,
Josh,Donaldson,../Photos/Josh_Donaldson.jpg,White
Taylor,Motter,../Photos/Taylor_Motter.jpg,
Caleb,Hamilton,../Photos/Caleb_Hamilton.jpg,White
Connor,Brogdon,../Photos/Connor_Brogdon.jpg,White
Kyle,Schwarber,../Photos/Kyle_Schwarber.jpg,
Connor,Wong,../Photos/Connor_Wong.jpg,
Luis,Barrera,../Photos/Luis_Barrera.jpg,Other
Dylan,Carlson,../Photos/Dylan_Carlson.jpg,White
Nick,Lodolo,../Photos/Nick_Lodolo.jpg,
Trevor,May,../Photos/Trevor_May.jpg,
Kirk,McCarty,../Photos/Kirk_McCarty.jpg,
Joe,Perez,../Photos/Joe_Perez.jpg,
Jarred,Kelenic,../Photos/Jarred_Kelenic.jpg,White
Trevor,Richards,../Photos/Trevor_Richards.jpg,
Leury,Garcia,../Photos/Leury_Garcia.jpg,
Caleb,Kilian,../Photos/Caleb_Kilian.jpg,
Collin,McHugh,../Photos/Collin_McHugh.jpg,
Brad,Miller,../Photos/Brad_Miller.jpg,
Esteury,Ruiz,../Photos/Esteury_Ruiz.jpg,
Taylor,Walls,../Photos/Taylor_Walls.jpg,
Austin,Wynns,../Photos/Austin_Wynns.jpg,
Adam,Oller,../Photos/Adam_Oller.jpg,
Tylor,Megill,../Photos/Tylor_Megill.jpg,
Raisel,Iglesias,../Photos/Raisel_Iglesias.jpg,Black
Ken,Waldichuk,../Photos/Ken_Waldichuk.jpg,
Cal,Mitchell,../Photos/Cal_Mitchell.jpg,
Andrew,Bellatti,../Photos/Andrew_Bellatti.jpg,White
William,Woods,../Photos/William_Woods.jpg,
Jason,Foley,../Photos/Jason_Foley.jpg,White
Jake,Bird,../Photos/Jake_Bird.jpg,White
Starling,Marte,../Photos/Starling_Marte.jpg,
T.J.,Zeuch,../Photos/T.J._Zeuch.jpg,
Patrick,Murphy,../Photos/Patrick_Murphy.jpg,
Ian,Kennedy,../Photos/Ian_Kennedy.jpg,
Tyler,Cyr,../Photos/Tyler_Cyr.jpg,White
Penn,Murfee,../Photos/Penn_Murfee.jpg,
Rodolfo,Castro,../Photos/Rodolfo_Castro.jpg,Black
Wandy,Peralta,../Photos/Wandy_Peralta.jpg,
Eric,Hosmer,../Photos/Eric_Hosmer.jpg,White
Framber,Valdez,../Photos/Framber_Valdez.jpg,
Franmil,Reyes,../Photos/Franmil_Reyes.jpg,
Michael,Rucker,../Photos/Michael_Rucker.jpg,
Hoby,Milner,../Photos/Hoby_Milner.jpg,
Matt,Davidson,../Photos/Matt_Davidson.jpg,White
Tyler,O'Neill,../Photos/Tyler_O'Neill.jpg,
Victor,Robles,../Photos/Victor_Robles.jpg,
Jack,Mayfield,../Photos/Jack_Mayfield.jpg,
Mark,Appel,../Photos/Mark_Appel.jpg,White
Kolten,Wong,../Photos/Kolten_Wong.jpg,
Aaron,Fletcher,../Photos/Aaron_Fletcher.jpg,Black
Sean,Bouchard,../Photos/Sean_Bouchard.jpg,White
Jake,Meyers,../Photos/Jake_Meyers.jpg,
Yu,Chang,../Photos/Yu_Chang.jpg,Asian
Mickey,McDonald,../Photos/Mickey_McDonald.jpg,
Michael,Feliz,../Photos/Michael_Feliz.jpg,Black
Ryan,Brasier,../Photos/Ryan_Brasier.jpg,White
Casey,Mize,../Photos/Casey_Mize.jpg,
Myles,Straw,../Photos/Myles_Straw.jpg,
Randy,Arozarena,../Photos/Randy_Arozarena.jpg,Black
Pedro,Severino,../Photos/Pedro_Severino.jpg,
Jerar,Encarnacion,../Photos/Jerar_Encarnacion.jpg,
Andrew,Benintendi,../Photos/Andrew_Benintendi.jpg,White
Devin,Smeltzer,../Photos/Devin_Smeltzer.jpg,
Silvino,Bracho,../Photos/Silvino_Bracho.jpg,Other
Triston,McKenzie,../Photos/Triston_McKenzie.jpg,
Ashton,Goudeau,../Photos/Ashton_Goudeau.jpg,White
Jimmy,Yacabonis,../Photos/Jimmy_Yacabonis.jpg,
Michael,King,../Photos/Michael_King.jpg,
Tommy,Milone,../Photos/Tommy_Milone.jpg,
Phoenix,Sanders,../Photos/Phoenix_Sanders.jpg,
Adam,Haseley,../Photos/Adam_Haseley.jpg,White
Jack,Flaherty,../Photos/Jack_Flaherty.jpg,White
Noah,Davis,../Photos/Noah_Davis.jpg,White
Darin,Ruf,../Photos/Darin_Ruf.jpg,
Jeurys,Familia,../Photos/Jeurys_Familia.jpg,Black
Jon,Berti,../Photos/Jon_Berti.jpg,White
Zach,Thompson,../Photos/Zach_Thompson.jpg,
Kevin,Kiermaier,../Photos/Kevin_Kiermaier.jpg,
Tyler,Matzek,../Photos/Tyler_Matzek.jpg,
Ethan,Roberts,../Photos/Ethan_Roberts.jpg,
Nick,Allen,../Photos/Nick_Allen.jpg,White
Trent,Grisham,../Photos/Trent_Grisham.jpg,White
Grayson,Greiner,../Photos/Grayson_Greiner.jpg,White
Gregory,Soto,../Photos/Gregory_Soto.jpg,
Kyle,Muller,../Photos/Kyle_Muller.jpg,
Clarke,Schmidt,../Photos/Clarke_Schmidt.jpg,
Salvador,Perez,../Photos/Salvador_Perez.jpg,
Bryce,Harper,../Photos/Bryce_Harper.jpg,White
Brian,O'Keefe,../Photos/Brian_O'Keefe.jpg,
Jose,Alvarez,../Photos/Jose_Alvarez.jpg,White
Cal,Quantrill,../Photos/Cal_Quantrill.jpg,
Skye,Bolt,../Photos/Skye_Bolt.jpg,White
Dusten,Knight,../Photos/Dusten_Knight.jpg,
Kyle,Wright,../Photos/Kyle_Wright.jpg,
Reiss,Knehr,../Photos/Reiss_Knehr.jpg,
Steven,Matz,../Photos/Steven_Matz.jpg,
Michael,Lorenzen,../Photos/Michael_Lorenzen.jpg,
Matt,Beaty,../Photos/Matt_Beaty.jpg,White
Spencer,Torkelson,../Photos/Spencer_Torkelson.jpg,
Joey,Meneses,../Photos/Joey_Meneses.jpg,
Bubby,Rossman,../Photos/Bubby_Rossman.jpg,
Ryan,Kreidler,../Photos/Ryan_Kreidler.jpg,
Sean,Hjelle,../Photos/Sean_Hjelle.jpg,White
James,Naile,../Photos/James_Naile.jpg,
Sean,Murphy,../Photos/Sean_Murphy.jpg,
Joey,Wentz,../Photos/Joey_Wentz.jpg,
Ryan,Hendrix,../Photos/Ryan_Hendrix.jpg,White
Kole,Calhoun,../Photos/Kole_Calhoun.jpg,White
Daniel,Vogelbach,../Photos/Daniel_Vogelbach.jpg,
Rob,Refsnyder,../Photos/Rob_Refsnyder.jpg,
Josh,Naylor,../Photos/Josh_Naylor.jpg,
Gabe,Speier,../Photos/Gabe_Speier.jpg,
Freddie,Freeman,../Photos/Freddie_Freeman.jpg,White
Cole,Sulser,../Photos/Cole_Sulser.jpg,
Lucas,Gilbreath,../Photos/Lucas_Gilbreath.jpg,White
Zack,Greinke,../Photos/Zack_Greinke.jpg,White
Luis,L. Ortiz,../Photos/Luis_L. Ortiz.jpg,
Liover,Peguero,../Photos/Liover_Peguero.jpg,
Joel,Kuhnel,../Photos/Joel_Kuhnel.jpg,
Brennan,Bernardino,../Photos/Brennan_Bernardino.jpg,Other
Chris,Devenski,../Photos/Chris_Devenski.jpg,White
Kyle,Crick,../Photos/Kyle_Crick.jpg,White
Emmanuel,Rivera,../Photos/Emmanuel_Rivera.jpg,
Alex,Vesia,../Photos/Alex_Vesia.jpg,
Eduardo,Escobar,../Photos/Eduardo_Escobar.jpg,Black
Dennis,Santana,../Photos/Dennis_Santana.jpg,
Tyler,Glasnow,../Photos/Tyler_Glasnow.jpg,White
Andrew,Vasquez,../Photos/Andrew_Vasquez.jpg,
Justin,Grimm,../Photos/Justin_Grimm.jpg,White
Chris,Flexen,../Photos/Chris_Flexen.jpg,White
Kevin,Pillar,../Photos/Kevin_Pillar.jpg,
JP,Sears,../Photos/JP_Sears.jpg,
Sam,Selman,../Photos/Sam_Selman.jpg,
Bobby,Dalbec,../Photos/Bobby_Dalbec.jpg,White
Louis,Head,../Photos/Louis_Head.jpg,White
Jason,Vosler,../Photos/Jason_Vosler.jpg,
Ryan,Burr,../Photos/Ryan_Burr.jpg,White
Colin,Poche,../Photos/Colin_Poche.jpg,
Keynan,Middleton,../Photos/Keynan_Middleton.jpg,
Cristian,Pache,../Photos/Cristian_Pache.jpg,
Kutter,Crawford,../Photos/Kutter_Crawford.jpg,White
Buddy,Kennedy,../Photos/Buddy_Kennedy.jpg,
Alex,Jackson,../Photos/Alex_Jackson.jpg,White
Adam,Engel,../Photos/Adam_Engel.jpg,White
Gilberto,Celestino,../Photos/Gilberto_Celestino.jpg,Other
Brett,Martin,../Photos/Brett_Martin.jpg,
Zack,Weiss,../Photos/Zack_Weiss.jpg,
Aaron,Civale,../Photos/Aaron_Civale.jpg,White
Matthew,Boyd,../Photos/Matthew_Boyd.jpg,White
Albert,Almora Jr.,../Photos/Albert_Almora Jr..jpg,
Matt,Dermody,../Photos/Matt_Dermody.jpg,White
Danny,Coulombe,../Photos/Danny_Coulombe.jpg,White
Rob,Brantly,../Photos/Rob_Brantly.jpg,White
Elvis,Peguero,../Photos/Elvis_Peguero.jpg,
Josh,H. Smith,../Photos/Josh_H. Smith.jpg,
Evan,Lee,../Photos/Evan_Lee.jpg,
Taylor,Hearn,../Photos/Taylor_Hearn.jpg,Black
Marcus,Semien,../Photos/Marcus_Semien.jpg,
Lenyn,Sosa,../Photos/Lenyn_Sosa.jpg,
Justus,Sheffield,../Photos/Justus_Sheffield.jpg,
Zack,Collins,../Photos/Zack_Collins.jpg,White
Chris,Mazza,../Photos/Chris_Mazza.jpg,
Hunter,Strickland,../Photos/Hunter_Strickland.jpg,
Packy,Naughton,../Photos/Packy_Naughton.jpg,
Zach,McKinstry,../Photos/Zach_McKinstry.jpg,
Wil,Crowe,../Photos/Wil_Crowe.jpg,White
Ty,France,../Photos/Ty_France.jpg,White
Archie,Bradley,../Photos/Archie_Bradley.jpg,White
Jeter,Downs,../Photos/Jeter_Downs.jpg,Black
Ryan,McKenna,../Photos/Ryan_McKenna.jpg,
Austin,Hays,../Photos/Austin_Hays.jpg,White
Matt,Thaiss,../Photos/Matt_Thaiss.jpg,
J.D.,Davis,../Photos/J.D._Davis.jpg,White
Ken,Giles,../Photos/Ken_Giles.jpg,White
Amir,Garrett,../Photos/Amir_Garrett.jpg,Black
Matt,Carpenter,../Photos/Matt_Carpenter.jpg,White
Jeremiah,Estrada,../Photos/Jeremiah_Estrada.jpg,Other
Kyle,Stowers,../Photos/Kyle_Stowers.jpg,
Eduardo,Rodriguez,../Photos/Eduardo_Rodriguez.jpg,
Jake,Diekman,../Photos/Jake_Diekman.jpg,White
David,Villar,../Photos/David_Villar.jpg,
Alex,Kirilloff,../Photos/Alex_Kirilloff.jpg,
Jonathan,India,../Photos/Jonathan_India.jpg,White
Jake,Burger,../Photos/Jake_Burger.jpg,White
Josh,Jung,../Photos/Josh_Jung.jpg,White
Andrew,Knapp,../Photos/Andrew_Knapp.jpg,
Max,Schrock,../Photos/Max_Schrock.jpg,
Elier,Hernandez,../Photos/Elier_Hernandez.jpg,Black
Cole,Ragans,../Photos/Cole_Ragans.jpg,
Domingo,Acevedo,../Photos/Domingo_Acevedo.jpg,Black
Victor,Caratini,../Photos/Victor_Caratini.jpg,White
Kevin,Smith,../Photos/Kevin_Smith.jpg,
Michael,Perez,../Photos/Michael_Perez.jpg,
Wynton,Bernard,../Photos/Wynton_Bernard.jpg,Black
Zach,Pop,../Photos/Zach_Pop.jpg,
Jake,Odorizzi,../Photos/Jake_Odorizzi.jpg,
Trevor,Williams,../Photos/Trevor_Williams.jpg,
Ehire,Adrianza,../Photos/Ehire_Adrianza.jpg,Other
R.J.,Alvarez,../Photos/R.J._Alvarez.jpg,Other
Ryne,Stanek,../Photos/Ryne_Stanek.jpg,
Jonathan,Villar,../Photos/Jonathan_Villar.jpg,
Wilmer,Difo,../Photos/Wilmer_Difo.jpg,Other
Chris,Archer,../Photos/Chris_Archer.jpg,Other
Marcus,Stroman,../Photos/Marcus_Stroman.jpg,
Bryan,Baker,../Photos/Bryan_Baker.jpg,White
Austin,Pruitt,../Photos/Austin_Pruitt.jpg,
Anthony,Banda,../Photos/Anthony_Banda.jpg,Other
Julian,Merryweather,../Photos/Julian_Merryweather.jpg,
Yan,Gomes,../Photos/Yan_Gomes.jpg,White
Cedric,Mullins,../Photos/Cedric_Mullins.jpg,
Josh,Lowe,../Photos/Josh_Lowe.jpg,
Wilmer,Flores,../Photos/Wilmer_Flores.jpg,Other
Tommy,Pham,../Photos/Tommy_Pham.jpg,
Brandon,Crawford,../Photos/Brandon_Crawford.jpg,White
Louie,Varland,../Photos/Louie_Varland.jpg,
Justin,Steele,../Photos/Justin_Steele.jpg,
Peyton,Burdick,../Photos/Peyton_Burdick.jpg,White
Gavin,Hollowell,../Photos/Gavin_Hollowell.jpg,White
Jonathan,Aranda,../Photos/Jonathan_Aranda.jpg,Other
Brandon,Nimmo,../Photos/Brandon_Nimmo.jpg,
Taylor,Widener,../Photos/Taylor_Widener.jpg,
Khalil,Lee,../Photos/Khalil_Lee.jpg,
Justin,Lawrence,../Photos/Justin_Lawrence.jpg,
Aaron,Judge,../Photos/Aaron_Judge.jpg,White
Ji,Hwan Bae,../Photos/Ji_Hwan Bae.jpg,
Miguel,Andujar,../Photos/Miguel_Andujar.jpg,Black
Joey,Krehbiel,../Photos/Joey_Krehbiel.jpg,
Alex,Dickerson,../Photos/Alex_Dickerson.jpg,White
Paul,Goldschmidt,../Photos/Paul_Goldschmidt.jpg,White
Joe,Musgrove,../Photos/Joe_Musgrove.jpg,
Davis,Martin,../Photos/Davis_Martin.jpg,
Will,Brennan,../Photos/Will_Brennan.jpg,White
Hyun,Jin Ryu,../Photos/Hyun_Jin Ryu.jpg,
Jhonathan,Diaz,../Photos/Jhonathan_Diaz.jpg,White
Carlos,Carrasco,../Photos/Carlos_Carrasco.jpg,Other
T.J.,McFarland,../Photos/T.J._McFarland.jpg,
Mark,Canha,../Photos/Mark_Canha.jpg,White
Rowan,Wick,../Photos/Rowan_Wick.jpg,
Reed,Garrett,../Photos/Reed_Garrett.jpg,White
Jacob,Barnes,../Photos/Jacob_Barnes.jpg,White
Maikel,Garcia,../Photos/Maikel_Garcia.jpg,Black
Estevan,Florial,../Photos/Estevan_Florial.jpg,Black
Alex,Lange,../Photos/Alex_Lange.jpg,
Donovan,Walton,../Photos/Donovan_Walton.jpg,
Lance,Lynn,../Photos/Lance_Lynn.jpg,
Luke,Maile,../Photos/Luke_Maile.jpg,
Austin,Riley,../Photos/Austin_Riley.jpg,
Jose,Cuas,../Photos/Jose_Cuas.jpg,Black
Bryan,Reynolds,../Photos/Bryan_Reynolds.jpg,
Anthony,Misiewicz,../Photos/Anthony_Misiewicz.jpg,
Johnny,Cueto,../Photos/Johnny_Cueto.jpg,Black
Hunter,Renfroe,../Photos/Hunter_Renfroe.jpg,
Erich,Uelmen,../Photos/Erich_Uelmen.jpg,
Calvin,Faucher,../Photos/Calvin_Faucher.jpg,White
Jonathan,Schoop,../Photos/Jonathan_Schoop.jpg,
Esteban,Quiroz,../Photos/Esteban_Quiroz.jpg,
Tyler,Rogers,../Photos/Tyler_Rogers.jpg,
Oscar,Gonzalez,../Photos/Oscar_Gonzalez.jpg,Black
Zach,Reks,../Photos/Zach_Reks.jpg,
Jhon,Romero,../Photos/Jhon_Romero.jpg,
Cody,Poteet,../Photos/Cody_Poteet.jpg,
Lewis,Brinson,../Photos/Lewis_Brinson.jpg,Black
Christian,Walker,../Photos/Christian_Walker.jpg,
Tyler,Mahle,../Photos/Tyler_Mahle.jpg,
Gerardo,Reyes,../Photos/Gerardo_Reyes.jpg,
Yonny,Hernandez,../Photos/Yonny_Hernandez.jpg,
Anthony,Castro,../Photos/Anthony_Castro.jpg,Black
Tanner,Banks,../Photos/Tanner_Banks.jpg,White
Ozzie,Albies,../Photos/Ozzie_Albies.jpg,Black
Chase,De Jong,../Photos/Chase_De Jong.jpg,
Vladimir,Gutierrez,../Photos/Vladimir_Gutierrez.jpg,Black
Monte,Harrison,../Photos/Monte_Harrison.jpg,Black
Locke,St. John,../Photos/Locke_St. John.jpg,
Michael,Papierski,../Photos/Michael_Papierski.jpg,
Kervin,Castro,../Photos/Kervin_Castro.jpg,Other
Tyler,Alexander,../Photos/Tyler_Alexander.jpg,White
Robert,Suarez,../Photos/Robert_Suarez.jpg,
Nick,Castellanos,../Photos/Nick_Castellanos.jpg,White
Ernie,Clement,../Photos/Ernie_Clement.jpg,White
Cooper,Criswell,../Photos/Cooper_Criswell.jpg,White
Jake,Fishman,../Photos/Jake_Fishman.jpg,White
Ketel,Marte,../Photos/Ketel_Marte.jpg,
Michael,Grove,../Photos/Michael_Grove.jpg,White
Conner,Menez,../Photos/Conner_Menez.jpg,
Guillermo,Heredia,../Photos/Guillermo_Heredia.jpg,Black
Reese,McGuire,../Photos/Reese_McGuire.jpg,
Ryan,Feltner,../Photos/Ryan_Feltner.jpg,White
Nick,Gordon,../Photos/Nick_Gordon.jpg,Black
Ryan,Weathers,../Photos/Ryan_Weathers.jpg,
Brock,Burke,../Photos/Brock_Burke.jpg,White
Tim,Locastro,../Photos/Tim_Locastro.jpg,
Cole,Waites,../Photos/Cole_Waites.jpg,
Steven,Souza Jr.,../Photos/Steven_Souza Jr..jpg,
Matt,Olson,../Photos/Matt_Olson.jpg,
Akil,Baddoo,../Photos/Akil_Baddoo.jpg,Black
Zac,Gallen,../Photos/Zac_Gallen.jpg,White
Jake,Reed,../Photos/Jake_Reed.jpg,
Javier,Assad,../Photos/Javier_Assad.jpg,Other
Luis,F. Ortiz,../Photos/Luis_F. Ortiz.jpg,
Joe,Dunand,../Photos/Joe_Dunand.jpg,White
Dillon,Thomas,../Photos/Dillon_Thomas.jpg,
Zack,Short,../Photos/Zack_Short.jpg,
Ryan,Jeffers,../Photos/Ryan_Jeffers.jpg,White
Andrew,Heaney,../Photos/Andrew_Heaney.jpg,White
Juan,Soto,../Photos/Juan_Soto.jpg,
Ildemaro,Vargas,../Photos/Ildemaro_Vargas.jpg,
AJ,Pollock,../Photos/AJ_Pollock.jpg,
Parker,Markel,../Photos/Parker_Markel.jpg,
Tucupita,Marcano,../Photos/Tucupita_Marcano.jpg,
Willy,Adames,../Photos/Willy_Adames.jpg,Other
Trey,Mancini,../Photos/Trey_Mancini.jpg,
Chris,Ellis,../Photos/Chris_Ellis.jpg,White
Romy,Gonzalez,../Photos/Romy_Gonzalez.jpg,
David,MacKinnon,../Photos/David_MacKinnon.jpg,
Travis,Shaw,../Photos/Travis_Shaw.jpg,
Andrew,Chafin,../Photos/Andrew_Chafin.jpg,White
Drew,Carlton,../Photos/Drew_Carlton.jpg,White
Blake,Treinen,../Photos/Blake_Treinen.jpg,
Dylan,Bundy,../Photos/Dylan_Bundy.jpg,White
Daniel,Hudson,../Photos/Daniel_Hudson.jpg,White
Walker,Buehler,../Photos/Walker_Buehler.jpg,
Matt,Vierling,../Photos/Matt_Vierling.jpg,
Adam,Duvall,../Photos/Adam_Duvall.jpg,White
Aaron,Hicks,../Photos/Aaron_Hicks.jpg,Black
Austin,Warren,../Photos/Austin_Warren.jpg,
Bligh,Madris,../Photos/Bligh_Madris.jpg,
Tyler,Heineman,../Photos/Tyler_Heineman.jpg,White
Mark,Payton,../Photos/Mark_Payton.jpg,
J.D.,Martinez,../Photos/J.D._Martinez.jpg,
Jason,Krizan,../Photos/Jason_Krizan.jpg,
Owen,Miller,../Photos/Owen_Miller.jpg,
Joey,Bart,../Photos/Joey_Bart.jpg,White
Cody,Morris,../Photos/Cody_Morris.jpg,
Sam,Howard,../Photos/Sam_Howard.jpg,White
George,Kirby,../Photos/George_Kirby.jpg,
Parker,Mushinski,../Photos/Parker_Mushinski.jpg,
Danny,Mendick,../Photos/Danny_Mendick.jpg,
Jackson,Kowar,../Photos/Jackson_Kowar.jpg,
David,Peterson,../Photos/David_Peterson.jpg,
Max,Scherzer,../Photos/Max_Scherzer.jpg,
Joe,Kelly,../Photos/Joe_Kelly.jpg,White
xd3scar,Mercado,../Photos/xd3scar_Mercado.jpg,
Matt,Manning,../Photos/Matt_Manning.jpg,
Joc,Pederson,../Photos/Joc_Pederson.jpg,
Cooper,Hummel,../Photos/Cooper_Hummel.jpg,White
Gabriel,Arias,../Photos/Gabriel_Arias.jpg,Other
Kris,Bryant,../Photos/Kris_Bryant.jpg,White
Nabil,Crismatt,../Photos/Nabil_Crismatt.jpg,Other
Luis,Liberato,../Photos/Luis_Liberato.jpg,
Eddy,Alvarez,../Photos/Eddy_Alvarez.jpg,Other
Nick,Fortes,../Photos/Nick_Fortes.jpg,White
J.P.,Feyereisen,../Photos/J.P._Feyereisen.jpg,White
Luis,Robert Jr.,../Photos/Luis_Robert Jr..jpg,
Lorenzo,Cain,../Photos/Lorenzo_Cain.jpg,Black
Christian,Lopes,../Photos/Christian_Lopes.jpg,
Clint,Frazier,../Photos/Clint_Frazier.jpg,White
Scott,Effross,../Photos/Scott_Effross.jpg,White
Kyle,Barraclough,../Photos/Kyle_Barraclough.jpg,White
Chris,Okey,../Photos/Chris_Okey.jpg,
Seth,Lugo,../Photos/Seth_Lugo.jpg,
Simeon,Woods Richardson,../Photos/Simeon_Woods Richardson.jpg,
James,Kaprielian,../Photos/James_Kaprielian.jpg,White
Mauricio,Llovera,../Photos/Mauricio_Llovera.jpg,
Blake,Snell,../Photos/Blake_Snell.jpg,
Austin,Voth,../Photos/Austin_Voth.jpg,
Mike,Trout,../Photos/Mike_Trout.jpg,
Charlie,Blackmon,../Photos/Charlie_Blackmon.jpg,White
Manuel,Margot,../Photos/Manuel_Margot.jpg,
Tyler,Wade,../Photos/Tyler_Wade.jpg,
Travis,Lakins Sr.,../Photos/Travis_Lakins Sr..jpg,
Shawn,Armstrong,../Photos/Shawn_Armstrong.jpg,White
Nick,Maton,../Photos/Nick_Maton.jpg,
Sam,Hilliard,../Photos/Sam_Hilliard.jpg,White
Oneil,Cruz,../Photos/Oneil_Cruz.jpg,Black
Carlos,Santana,../Photos/Carlos_Santana.jpg,
Patrick,Sandoval,../Photos/Patrick_Sandoval.jpg,
Lourdes,Gurriel Jr.,../Photos/Lourdes_Gurriel Jr..jpg,
Hoy,Park,../Photos/Hoy_Park.jpg,
Livan,Soto,../Photos/Livan_Soto.jpg,
Maikel,Franco,../Photos/Maikel_Franco.jpg,Black
JT,Brubaker,../Photos/JT_Brubaker.jpg,White
Brendon,Davis,../Photos/Brendon_Davis.jpg,Black
Vaughn,Grissom,../Photos/Vaughn_Grissom.jpg,Other
Brian,Anderson,../Photos/Brian_Anderson.jpg,White
Nomar,Mazara,../Photos/Nomar_Mazara.jpg,
Chad,Green,../Photos/Chad_Green.jpg,White
Matthew,Liberatore,../Photos/Matthew_Liberatore.jpg,
Brandon,Dixon,../Photos/Brandon_Dixon.jpg,White
Orlando,Arcia,../Photos/Orlando_Arcia.jpg,Other
Leody,Taveras,../Photos/Leody_Taveras.jpg,
Ryan,Yarbrough,../Photos/Ryan_Yarbrough.jpg,
Jared,Young,../Photos/Jared_Young.jpg,
Bailey,Ober,../Photos/Bailey_Ober.jpg,
Tanner,Houck,../Photos/Tanner_Houck.jpg,White
